#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-48-30
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1337389947.270246	CHFgxwBJliSS0B9Wl	192.168.106.10	1031	199.85.212.87	80	1	GET	imdaveerickson.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	-	-
1337389950.882101	C48v9F3SASRnIEWUH3	192.168.106.10	1042	74.125.71.190	80	2	GET	www.youtube.com	/embed/X9z4tZeW6HY	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	6701	200	OK	-	-	-	(empty)	-	-	-	-	-	F8Lfxp4CCryzMfWwa	text/html
1337389950.882946	CYlFKy4jhom2OKU1Tk	192.168.106.10	1043	74.125.71.190	80	2	GET	www.youtube.com	/embed/VG5f5_Wd-Qs	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7068	200	OK	-	-	-	(empty)	-	-	-	-	-	FYfdMh1tE1xMNd3vvj	text/html
1337389950.755093	CJTcSPi5wHltuSRq3	192.168.106.10	1032	199.85.212.87	80	9	GET	www.imdaveerickson.com	/wp-content/uploads/2012/05/With-Brady-Murray.jpg	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	111341	200	OK	-	-	-	(empty)	-	-	-	-	-	FWLkg71NinOJrCGb1g	image/jpeg
1337389950.896079	ComY4v4Dd8i5IFM2L6	192.168.106.10	1033	199.85.212.87	80	8	GET	www.imdaveerickson.com	/wp-content/uploads/2012/05/Dave-with-Nissan-Rogue-SV-AWD.jpg	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	138649	200	OK	-	-	-	(empty)	-	-	-	-	-	FcnS8Z2uPpRTJgPqQc	image/jpeg
1337389951.292146	ComY4v4Dd8i5IFM2L6	192.168.106.10	1033	199.85.212.87	80	9	GET	www.imdaveerickson.com	/wp-content/themes/adventure-journal/images/bh-bg.jpg	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	17423	200	OK	-	-	-	(empty)	-	-	-	-	-	FeP6073DjgMdYgG3C4	image/jpeg
1337389951.389854	ComY4v4Dd8i5IFM2L6	192.168.106.10	1033	199.85.212.87	80	10	GET	www.imdaveerickson.com	/wp-content/themes/adventure-journal/images/mp-background-shading.png	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	307	200	OK	-	-	-	(empty)	-	-	-	-	-	FhaI6P3viley0raH78	image/png
1337389951.211692	CYlFKy4jhom2OKU1Tk	192.168.106.10	1043	74.125.71.190	80	3	GET	www.youtube.com	/embed/9ulUXv5VAGs	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	6951	200	OK	-	-	-	(empty)	-	-	-	-	-	Fds0k83Z0B1rMgAFBj	text/html
1337389951.213011	C48v9F3SASRnIEWUH3	192.168.106.10	1042	74.125.71.190	80	3	GET	www.youtube.com	/embed/hupt_OY1vng	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7061	200	OK	-	-	-	(empty)	-	-	-	-	-	F5swQY2nLmAt2ELqKg	text/html
1337389951.282734	CJTcSPi5wHltuSRq3	192.168.106.10	1032	199.85.212.87	80	10	GET	www.imdaveerickson.com	/wp-content/uploads/2012/05/Jesse-Thomas-Rev3-PDX.jpg	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	72038	200	OK	-	-	-	(empty)	-	-	-	-	-	FaEr8E1ho6jAAlbrx8	image/jpeg
1337389951.467774	ComY4v4Dd8i5IFM2L6	192.168.106.10	1033	199.85.212.87	80	11	GET	www.imdaveerickson.com	/wp-content/themes/adventure-journal/images/mp-sprite-header-bg2.png	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	121076	200	OK	-	-	-	(empty)	-	-	-	-	-	F0top23iK0tVPmS9R4	image/png
1337389951.201713	Ccqo3K2tNA9qlKsVca	192.168.106.10	1050	74.125.71.113	80	2	GET	s.ytimg.com	/yt/jsbin/www-embed_core_module-vfl-Eutfo.js	http://www.youtube.com/embed/JAidUgwoygg	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	82563	200	OK	-	-	-	(empty)	-	-	-	-	-	F5USLK3xrmD1ARLjak	text/plain
1337389951.621434	CJTcSPi5wHltuSRq3	192.168.106.10	1032	199.85.212.87	80	11	GET	www.imdaveerickson.com	/wp-content/themes/adventure-journal/images/mp-sprite-master.png	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	67116	200	OK	-	-	-	(empty)	-	-	-	-	-	F8pOWB1gLZTwqHsig6	image/png
1337389951.539918	CYlFKy4jhom2OKU1Tk	192.168.106.10	1043	74.125.71.190	80	4	GET	www.youtube.com	/embed/WPtQHMbG7G8	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7023	200	OK	-	-	-	(empty)	-	-	-	-	-	FNjm9F2GBP8dFIjA4h	text/html
1337389951.880819	ChpZToS0OCIIGepI2	192.168.106.10	1053	199.85.212.87	80	1	GET	www.imdaveerickson.com	/wp-content/uploads/2012/04/TFLCar-3.jpg	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	90584	200	OK	-	-	-	(empty)	-	-	-	-	-	FkilTX1Am5Ha1UVLi	image/jpeg
1337389951.805158	CV4Nxh2XjfwJ7hbM9h	192.168.106.10	1052	199.85.212.87	80	1	GET	www.imdaveerickson.com	/wp-content/themes/adventure-journal/images/mp-sprite-content-bg.png	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	117754	200	OK	-	-	-	(empty)	-	-	-	-	-	F2Q7lK1QkpsH3STEZ	image/png
1337389952.359334	CV4Nxh2XjfwJ7hbM9h	192.168.106.10	1052	199.85.212.87	80	2	GET	www.imdaveerickson.com	/wp-content/uploads/2012/04/Dave-and-BMW-650i.jpg	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	125071	200	OK	-	-	-	(empty)	-	-	-	-	-	FfW9rW3EWkLjyfz1ra	image/jpeg
1337389952.608669	CV4Nxh2XjfwJ7hbM9h	192.168.106.10	1052	199.85.212.87	80	3	GET	www.imdaveerickson.com	/wp-content/uploads/2012/04/Grizzly-Race-Number.jpg	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	140858	200	OK	-	-	-	(empty)	-	-	-	-	-	FopDEq2WpDC01ppwpe	image/jpeg
1337389952.358578	ChpZToS0OCIIGepI2	192.168.106.10	1053	199.85.212.87	80	2	GET	www.imdaveerickson.com	/wp-content/uploads/2012/04/Cycling-Etiquette-1024x816.jpg	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	255203	200	OK	-	-	-	(empty)	-	-	-	-	-	FRFDU3x9n2lnAV8og	image/jpeg
1337389952.868749	CV4Nxh2XjfwJ7hbM9h	192.168.106.10	1052	199.85.212.87	80	4	GET	www.imdaveerickson.com	/wp-content/uploads/2012/04/TFLCar-2.jpg	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	82296	200	OK	-	-	-	(empty)	-	-	-	-	-	FxSLDT36AHW6CUIpX5	image/jpeg
1337389952.970967	ChpZToS0OCIIGepI2	192.168.106.10	1053	199.85.212.87	80	3	GET	www.imdaveerickson.com	/wp-content/uploads/2012/04/Dave-and-Josh-EH.jpg	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	90942	200	OK	-	-	-	(empty)	-	-	-	-	-	FVbxWf4bR7aQxHbLLk	image/jpeg
1337389953.046534	CV4Nxh2XjfwJ7hbM9h	192.168.106.10	1052	199.85.212.87	80	5	GET	www.imdaveerickson.com	/wp-content/uploads/2012/04/BUICK-VERANO-DAVE.jpg	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	233297	200	OK	-	-	-	(empty)	-	-	-	-	-	Fe6c184mdqIeHkfwye	image/jpeg
1337389953.524779	CV4Nxh2XjfwJ7hbM9h	192.168.106.10	1052	199.85.212.87	80	6	GET	www.imdaveerickson.com	/wp-content/uploads/2011/10/THURSDAY-Dave-at-Presser-e1319657902280.jpg	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	13058	200	OK	-	-	-	(empty)	-	-	-	-	-	FuXRTv38g7Ij2rSPJ5	image/jpeg
1337389953.612328	CV4Nxh2XjfwJ7hbM9h	192.168.106.10	1052	199.85.212.87	80	7	GET	www.imdaveerickson.com	/wp-content/uploads/2012/03/Stitcher-200.jpg	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	13971	200	OK	-	-	-	(empty)	-	-	-	-	-	FV5TzP1yt1UlYAcp9c	image/jpeg
1337389953.22029	ChpZToS0OCIIGepI2	192.168.106.10	1053	199.85.212.87	80	4	GET	www.imdaveerickson.com	/wp-content/uploads/2012/04/Spokane-Boyz-Snake-River-Sprint.jpg	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	164111	200	OK	-	-	-	(empty)	-	-	-	-	-	FZvTyyemmbSBGb26b	image/jpeg
1337389953.69482	CV4Nxh2XjfwJ7hbM9h	192.168.106.10	1052	199.85.212.87	80	8	GET	www.imdaveerickson.com	/wp-content/uploads/2012/03/TIMEX-MST.jpg	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	14183	200	OK	-	-	-	(empty)	-	-	-	-	-	FGDmwk1Z0hY8C5SML7	image/jpeg
1337389953.777658	CV4Nxh2XjfwJ7hbM9h	192.168.106.10	1052	199.85.212.87	80	9	GET	www.imdaveerickson.com	/wp-content/uploads/2012/04/TFL-car-e1333912057900.png	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	40211	200	OK	-	-	-	(empty)	-	-	-	-	-	F7zdce2SPps4X9FXQ2	image/png
1337389953.860041	CV4Nxh2XjfwJ7hbM9h	192.168.106.10	1052	199.85.212.87	80	10	GET	www.imdaveerickson.com	/wp-content/themes/adventure-journal/images/mp-navigation-main-sprite.png	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3498	200	OK	-	-	-	(empty)	-	-	-	-	-	Flwh9g4bGVmUvmMIrb	image/png
1337389953.945379	CV4Nxh2XjfwJ7hbM9h	192.168.106.10	1052	199.85.212.87	80	11	GET	www.imdaveerickson.com	/wp-content/uploads/2012/01/Screen-shot-2012-01-20-at-5.48.39-PM-e1327110559145.png	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	13047	200	OK	-	-	-	(empty)	-	-	-	-	-	FHjZez4zBtNzjvrfJk	image/png
1337389953.740766	ChpZToS0OCIIGepI2	192.168.106.10	1053	199.85.212.87	80	5	GET	www.imdaveerickson.com	/wp-content/uploads/2012/03/kswiss-200.png	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	87106	200	OK	-	-	-	(empty)	-	-	-	-	-	FcxuEW3kh19Jh3sNG8	image/png
1337389954.104387	CSX6qL3HYdYx7noOsl	192.168.106.10	1054	199.85.212.87	80	1	GET	www.imdaveerickson.com	/wp-content/uploads/2012/01/Screen-shot-2012-01-20-at-5.54.43-PM-e1327110928946.png	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	15372	200	OK	-	-	-	(empty)	-	-	-	-	-	FcraELclTEYGXNzMg	image/png
1337389954.059652	ChpZToS0OCIIGepI2	192.168.106.10	1053	199.85.212.87	80	6	GET	www.imdaveerickson.com	/wp-content/uploads/2012/01/Screen-shot-2012-01-20-at-6.11.05-PM-e1327112381924.png	http://www.imdaveerickson.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	6970	200	OK	-	-	-	(empty)	-	-	-	-	-	FzrgbB3Z008L94e0Pb	image/png
