#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-49-56
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1360192756.793337	CugMOHHZHuJauWEh	192.168.42.10	1030	64.210.194.86	80	1	GET	televisionwithoutpity.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	245	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FMEF0WxwAcYpPwMKi	text/html
1360192760.050212	C0vkmh3ehN8DI9J3Xc	192.168.42.10	1047	74.125.229.219	80	1	GET	ad.doubleclick.net	/adi/N5823.8396.COMCASTDE/B7285117.14;sz=728x90;click0=http://iv.doubleclick.net/click;h=v8/3d81/3/0/*/r;267292731;0-0;0;74370853;3454-728/90;52614668/52568801/1;u=site*twop^sect*home^tandemad*none^pageid*hp^!category*home^!c*twop,home^pos*1^tile*1^sz*728x90,970x66,900x250,960x50,728x250;~okv=;site=twop;sect=home;tandemad=none;pageid=hp;!category=home;!c=twop;!c=home;dcopt=ist;pos=1;tile=1;sz=728x90,970x66,900x250,960x50,728x250;pm=1;u=site*twop^sect*home^tandemad*none^pageid*hp^!category*home^!c*twop,home^pos*1^tile*1^sz*728x90,970x66,900x250,960x50,728x250;~sscs=?;ord=5189363?	http://fw.adsafeprotected.com/rjsi/dc/16147/755683/adi/N5823.8396.COMCASTDE/B7285117.14;sz=728x90;click0=http://iv.doubleclick.net/click%3Bh%3Dv8/3d81/3/0/%2a/r%3B267292731%3B0-0%3B0%3B74370853%3B3454-728/90%3B52614668/52568801/1%3Bu%3Dsite%2Atwop%5Esect%2Ahome%5Etandemad%2Anone%5Epageid%2Ahp%5E%21category%2Ahome%5E%21c%2Atwop%2Chome%5Epos%2A1%5Etile%2A1%5Esz%2A728x90%2C970x66%2C900x250%2C960x50%2C728x250%3B%7Eokv%3D%3Bsite%3Dtwop%3Bsect%3Dhome%3Btandemad%3Dnone%3Bpageid%3Dhp%3B%21category%3Dhome%3B%21c%3Dtwop%3B%21c%3Dhome%3Bdcopt%3Dist%3Bpos%3D1%3Btile%3D1%3Bsz%3D728x90%2C970x66%2C900x250%2C960x50%2C728x250%3Bpm%3D1%3Bu%3Dsite%2Atwop%5Esect%2Ahome%5Etandemad%2Anone%5Epageid%2Ahp%5E%21category%2Ahome%5E%21c%2Atwop%2Chome%5Epos%2A1%5Etile%2A1%5Esz%2A728x90%2C970x66%2C900x250%2C960x50%2C728x250%3B%7Esscs%3D%3f;ord=5189363?	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	9259	200	OK	-	-	-	(empty)	-	-	-	-	-	FUy5Ak4KTaJzNuHbtd	text/html
1360192760.115309	CTbUAqQ1AP7U7CQMi	192.168.42.10	1032	72.246.45.35	80	17	GET	www.televisionwithoutpity.com	/photos/1/8/9_1b3136d49264fd6/189thB.jpg	http://www.televisionwithoutpity.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5110	200	OK	-	-	-	(empty)	-	-	-	-	-	F00LdC2dupao6I1MGj	image/jpeg
1360192760.129033	CTbUAqQ1AP7U7CQMi	192.168.42.10	1032	72.246.45.35	80	18	GET	www.televisionwithoutpity.com	/photos/2/8/6/2/7_43367973f25c9b4/vegas-295thB.jpg	http://www.televisionwithoutpity.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	13234	200	OK	-	-	-	(empty)	-	-	-	-	-	F6wsmvZcyeRAAnTOe	image/jpeg
1360192760.124948	CWErbu25mNS4JKUBHc	192.168.42.10	1031	72.246.45.35	80	11	GET	www.televisionwithoutpity.com	/photos/3/1/0/2/3_9ab9ff460294a5a/carrie-diariesthB.jpg	http://www.televisionwithoutpity.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7699	200	OK	-	-	-	(empty)	-	-	-	-	-	FZQEXX3bBm8hqt7EP3	image/jpeg
1360192760.149729	CTbUAqQ1AP7U7CQMi	192.168.42.10	1032	72.246.45.35	80	19	GET	www.televisionwithoutpity.com	/photos/9/0/8/6_ec78a4e2b7f5973/9086thB.jpg	http://www.televisionwithoutpity.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	10365	200	OK	-	-	-	(empty)	-	-	-	-	-	FnDQ5JTBU5lPkAzed	image/jpeg
1360192760.164428	CTbUAqQ1AP7U7CQMi	192.168.42.10	1032	72.246.45.35	80	20	GET	www.televisionwithoutpity.com	/photos/1/7/9/3/7_986c996fce40ae9/17937thB.jpg	http://www.televisionwithoutpity.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	9955	200	OK	-	-	-	(empty)	-	-	-	-	-	FLLPVXB7A6eQjyfla	image/jpeg
1360192760.154735	CWErbu25mNS4JKUBHc	192.168.42.10	1031	72.246.45.35	80	12	GET	www.televisionwithoutpity.com	/photos/3/1/0/4/7_4167db46765af06/sean-bachelorthB.jpg	http://www.televisionwithoutpity.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	8163	200	OK	-	-	-	(empty)	-	-	-	-	-	FIwLISQh7TLuzR3ph	image/jpeg
1360192760.200641	CTbUAqQ1AP7U7CQMi	192.168.42.10	1032	72.246.45.35	80	21	GET	www.televisionwithoutpity.com	/photos/2/6/6/4/6_f20df7ba412c5ca/raylan-givensthB.jpg	http://www.televisionwithoutpity.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	6526	200	OK	-	-	-	(empty)	-	-	-	-	-	F8VROq3tCb7nQq4PQ8	image/jpeg
1360192760.200863	CWErbu25mNS4JKUBHc	192.168.42.10	1031	72.246.45.35	80	13	GET	www.televisionwithoutpity.com	/photos/3/1/0/2/6_eb0d47b7aeb4c74/deception-castthB.jpg	http://www.televisionwithoutpity.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	8136	200	OK	-	-	-	(empty)	-	-	-	-	-	FYNEm9NRNcKMS0SGj	image/jpeg
1360192760.213119	CTbUAqQ1AP7U7CQMi	192.168.42.10	1032	72.246.45.35	80	22	GET	www.televisionwithoutpity.com	/photos/2/7/9/3/0_47fc35172395e14/the-following-comic-conthB.jpg	http://www.televisionwithoutpity.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	9988	200	OK	-	-	-	(empty)	-	-	-	-	-	F9zZXf3CM8BHshAACa	image/jpeg
1360192760.227201	CTbUAqQ1AP7U7CQMi	192.168.42.10	1032	72.246.45.35	80	23	GET	www.televisionwithoutpity.com	/photos/2/7/1/6/8_366dce4ff5f9e5b/elementarythB.jpg	http://www.televisionwithoutpity.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	6800	200	OK	-	-	-	(empty)	-	-	-	-	-	Fnx4F135syOT8KRtfb	image/jpeg
