#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-09-50-42
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1337208707.413181	CJVgyp4NOwk9rB4wpj	192.168.2.10	1030	216.146.38.125	80	1	GET	thelocal.de	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	-	-
1337208713.022266	CwaA5G2IUOBad80Upb	192.168.2.10	1038	173.241.250.2	80	2	GET	d1.openx.org	/ajs.php?zoneid=267985&cb=31766728576&charset=iso-8859-1&loc=http://www.thelocal.de/&mmm_fo=1	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	155	200	OK	-	-	-	(empty)	-	-	-	-	-	F8N3643SeWiJoHXwx1	text/plain
1337208713.101891	CpmPtW1XaRZpPFDzHa	192.168.2.10	1040	184.30.191.139	80	1	GET	connect.facebook.net	/en_US/all.js	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	180971	200	OK	-	-	-	(empty)	-	-	-	-	-	FQvh6x9KtvZr7FKzi	text/plain
1337208713.214688	Cf95Jehh0c3jqEMKe	192.168.2.10	1037	173.241.250.2	80	3	GET	d1.openx.org	/ajs.php?zoneid=268171&cb=3155285292&charset=iso-8859-1&loc=http://www.thelocal.de/&context=cDozNTk5NjB8&mmm_fo=1	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	155	200	OK	-	-	-	(empty)	-	-	-	-	-	FAmIwg3tsvjL0yGxAg	text/plain
1337208713.540739	CwaA5G2IUOBad80Upb	192.168.2.10	1038	173.241.250.2	80	3	GET	d1.openx.org	/lg.php?bannerid=766028&campaignid=355991&zoneid=133221&source=home&loc=http://www.thelocal.de/&cb=dcf89e95f0&r_id=51d68db756cc676ffc9de955cf341c26&r_ts=m450r7	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FNLvSetsJeN4cjto2	image/gif
1337208713.545946	Ctpzg14eO9oDpKHwCh	192.168.2.10	1031	46.20.229.1	80	5	GET	www.thelocal.de	/log/?spotlightview&1f3efd9fbda704a81f4d14a83161ed1a&533	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1337208713.548888	CyvUNt4ITB8pB6Y0g2	192.168.2.10	1032	46.20.229.1	80	4	GET	www.thelocal.de	/images/spotlight/533.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2694	200	OK	-	-	-	(empty)	-	-	-	-	-	F3L2pg4kSFQwrqxOBf	image/jpeg
1337208713.542353	CDDDlc1Ac8OcRLWJ4f	192.168.2.10	1043	69.22.137.179	80	1	GET	i-cdn.servedbyopenx.com	/273/2732b2df3db1100300d49e826d822014ea3e23e2/387/387cb68ccf5f0b6cae40d41b5fdedc6c.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	140820	200	OK	-	-	-	(empty)	-	-	-	-	-	FIMUk8eTSMfCgKNy	image/jpeg
1337208713.711003	Cpp3mK2HMjja7Ysg3b	192.168.2.10	1044	85.17.122.246	80	1	GET	openx-google.info	/banners.cgi?advert_id=1&banner_id=1&chid=341aa8fca26bcff7830499c1c5f8e359	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	626	200	OK	-	-	-	(empty)	-	-	-	-	-	Fb3XyM28m8a6FQ46B7	text/html
1337208713.789391	CyvUNt4ITB8pB6Y0g2	192.168.2.10	1032	46.20.229.1	80	5	GET	www.thelocal.de	/images/core/facebook14.png	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	293	200	OK	-	-	-	(empty)	-	-	-	-	-	FF3gS64q0tYotw3Ye4	image/png
1337208713.789182	Ctpzg14eO9oDpKHwCh	192.168.2.10	1031	46.20.229.1	80	6	GET	www.thelocal.de	/images/core/arrows4.png	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	349	200	OK	-	-	-	(empty)	-	-	-	-	-	FWvI2U16gdy2xQ4ha5	image/png
1337208713.970514	CyvUNt4ITB8pB6Y0g2	192.168.2.10	1032	46.20.229.1	80	6	GET	www.thelocal.de	/scripts/rotate_banner.js	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1673	200	OK	-	-	-	(empty)	-	-	-	-	-	Fs8Dkg42io0aeGEFL2	text/plain
1337208714.020685	Ctpzg14eO9oDpKHwCh	192.168.2.10	1031	46.20.229.1	80	7	GET	www.thelocal.de	/images/core/2011-DE-site-flat-f57000.png	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3433	200	OK	-	-	-	(empty)	-	-	-	-	-	FEUF361LLYOebOqs95	image/png
1337208714.162555	CyvUNt4ITB8pB6Y0g2	192.168.2.10	1032	46.20.229.1	80	7	GET	www.thelocal.de	/includes/roate_banner/get_banners.php?a=1	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	685	200	OK	-	-	-	(empty)	-	-	-	-	-	FLwZDx1W6W1EkwRcZ3	text/html
1337208714.34318	CyvUNt4ITB8pB6Y0g2	192.168.2.10	1032	46.20.229.1	80	8	GET	www.thelocal.de	/images/core/menutop.png	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	178	200	OK	-	-	-	(empty)	-	-	-	-	-	FbJpJP1UjgUTqHUZye	image/png
1337208714.381891	CeXD2u1SlhhWzicn96	192.168.2.10	1046	91.103.137.3	80	1	GET	www.meetic-partners.com	/call/adj/79518/508348/thelocal_meetic_de.meeticcorp//1337208541/no?	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	949	302	Object moved	-	-	-	(empty)	-	-	-	-	-	FxbUdW1hoPI9q0TRY2	text/html
1337208714.200852	Ci3fgo3fK6eJ3tEkY8	192.168.2.10	1045	91.229.91.170	80	1	GET	ads.rumikrotik.info	/in/janelark.php?showtopic=364551	http://openx-google.info/banners.cgi?advert_id=1&banner_id=1&chid=341aa8fca26bcff7830499c1c5f8e359	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	12952	200	OK	-	-	-	(empty)	-	-	-	-	-	FZ4DcUAYSNEwalw1a	text/html
1337208714.523123	CyvUNt4ITB8pB6Y0g2	192.168.2.10	1032	46.20.229.1	80	9	GET	www.thelocal.de	/images/core/menubottom.png	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	178	200	OK	-	-	-	(empty)	-	-	-	-	-	F8lMDQ10h6258cXkf	image/png
1337208714.552956	CeXD2u1SlhhWzicn96	192.168.2.10	1046	91.103.137.3	80	2	GET	www.meetic-partners.com	/a/diff/58/508348/show5.asp?508348;79518;0;1337208541;M;systemtarget=$a=0t;$cn=US_CA;$isp=0;$qc=1309533339;$ql=unknown;$qpc=95008;$qpp=408;$qt=152_2199_38774t;$b=11060;$o=11051	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	849	200	OK	-	-	-	(empty)	-	-	-	-	-	F5CE3e4jttVeJT6FN5	text/plain
1337208714.704331	CyvUNt4ITB8pB6Y0g2	192.168.2.10	1032	46.20.229.1	80	10	GET	www.thelocal.de	/images/core/menubottom-separator.png	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	227	200	OK	-	-	-	(empty)	-	-	-	-	-	FshkPN2ZGO6uXgUctj	image/png
1337208714.622817	CVZQij2O17tB50QYqc	192.168.2.10	1047	46.20.229.1	80	1	GET	www.thelocal.se	/readeroffer/images/sixt_readeroffer_2.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	6245	200	OK	-	-	-	(empty)	-	-	-	-	-	FWbEf64bKiC7RskKWb	image/jpeg
1337208714.784411	Ci3fgo3fK6eJ3tEkY8	192.168.2.10	1045	91.229.91.170	80	2	GET	ads.rumikrotik.info	/in/acidreed.php	http://ads.rumikrotik.info/in/janelark.php?showtopic=364551	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5511	200	OK	-	-	-	(empty)	-	-	-	-	-	FwNnRQunRNDQMRvFf	application/pdf
1337208714.897983	CyvUNt4ITB8pB6Y0g2	192.168.2.10	1032	46.20.229.1	80	11	GET	www.thelocal.de	/articleImages/42589.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	31687	200	OK	-	-	-	(empty)	-	-	-	-	-	FsCk6t4C96NGcdGSS4	image/jpeg
1337208714.223524	Ctpzg14eO9oDpKHwCh	192.168.2.10	1031	46.20.229.1	80	8	GET	www.thelocal.de	/articleImages/42591.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	46653	200	OK	-	-	-	(empty)	-	-	-	-	-	F8f3WY32DhhSjcp97g	image/jpeg
1337208715.442324	CyvUNt4ITB8pB6Y0g2	192.168.2.10	1032	46.20.229.1	80	12	GET	www.thelocal.de	/articleImages/42579.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	47115	200	OK	-	-	-	(empty)	-	-	-	-	-	FsWDsn2CpC3gEDCRxi	image/jpeg
1337208731.338679	C2u1As2vOljsUA7WKc	192.168.2.10	1048	91.229.91.170	80	1	GET	ads.rumikrotik.info	/in/janejury.php/janejury.php?showforum=lib	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	75264	200	OK	-	-	-	(empty)	-	-	-	-	-	FMM0jt15Em6TVO1Re4	application/x-dosexec
1337208732.791835	C2u1As2vOljsUA7WKc	192.168.2.10	1048	91.229.91.170	80	2	GET	ads.rumikrotik.info	/in/acidreed.php	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5489	200	OK	-	-	-	(empty)	-	-	-	-	-	FfvYRe3PfWlMnCGSX7	application/pdf
1337208734.862306	CeXD2u1SlhhWzicn96	192.168.2.10	1046	91.103.137.3	80	3	GET	www.meetic-partners.com	/a/track/jsinfo.asp?sw=800&sh=600	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	274	302	Object moved	-	-	-	(empty)	-	-	-	-	-	F21L0Y12VPFhdYPKna	text/html
1337208735.209092	CeXD2u1SlhhWzicn96	192.168.2.10	1046	91.103.137.3	80	4	GET	www.meetic-partners.com	/shim.gif	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	Fioy6Y1GoJ7AZ1bs9	image/gif
1337208735.428744	C187Lb4U9mFsoBHxOk	192.168.2.10	1052	74.125.71.155	80	1	GET	pagead2.googlesyndication.com	/pagead/show_ads.js	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	10561	200	OK	-	-	-	(empty)	-	-	-	-	-	FFE8WZ31848ahYnKd4	text/plain
1337208735.419457	CM253f2JOZhaPVZ80j	192.168.2.10	1051	46.20.229.1	80	1	GET	www.thelocal.de	/articleImages/42573.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	47230	200	OK	-	-	-	(empty)	-	-	-	-	-	FnrJr64gEbcIAEZTG3	image/jpeg
1337208735.395656	CtvTRy117oJOpWZnP5	192.168.2.10	1050	46.20.229.1	80	1	GET	www.thelocal.de	/articleImages/42575.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	48491	200	OK	-	-	-	(empty)	-	-	-	-	-	FxZ55H1kUImazta3Jk	image/jpeg
1337208736.217577	C187Lb4U9mFsoBHxOk	192.168.2.10	1052	74.125.71.155	80	2	GET	pagead2.googlesyndication.com	/pagead/js/r20120509/r20120410/show_ads_impl.js	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	47937	200	OK	-	-	-	(empty)	-	-	-	-	-	FJXWgo3CLEi8Cd4xv	text/plain
1337208735.241703	CrNbLn2yNIRgBW0Vk9	192.168.2.10	1049	199.239.182.170	80	1	GET	ced.sascdn.com	/diff/58/508348/300x300_radio_30-39_english_meetic.gif	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	202826	200	OK	-	-	-	(empty)	-	-	-	-	-	F0TwAjamFih2OHS88	image/gif
1337208736.939166	C187Lb4U9mFsoBHxOk	192.168.2.10	1052	74.125.71.155	80	3	GET	pagead2.googlesyndication.com	/pagead/render_ads.js	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	287	200	OK	-	-	-	(empty)	-	-	-	-	-	FTC0i14iJgBpIFjiJe	text/plain
1337208736.847908	CtvTRy117oJOpWZnP5	192.168.2.10	1050	46.20.229.1	80	2	GET	www.thelocal.de	/articleImages/42565.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	47984	200	OK	-	-	-	(empty)	-	-	-	-	-	FgHP373CoIYr3R9Z94	image/jpeg
1337208737.395121	C187Lb4U9mFsoBHxOk	192.168.2.10	1052	74.125.71.155	80	4	GET	pagead2.googlesyndication.com	/pagead/osd.js	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	10872	200	OK	-	-	-	(empty)	-	-	-	-	-	FDwJZh1R8Wi8HgJpMe	text/plain
1337208737.726826	CUixrwffIfuhoP1S	192.168.2.10	1054	74.119.118.71	80	1	GET	cas.criteo.com	/delivery/ajs.php?zoneid=49102&nodis=1&cb=56099379615&charset=iso-8859-1&loc=http://www.thelocal.de/&context=cDozNTk5NjB8&mmm_fo=1	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3351	200	OK	-	-	-	(empty)	-	-	-	-	-	FowvPUk4Xj4b8zr6	text/plain
1337208737.465314	CtvTRy117oJOpWZnP5	192.168.2.10	1050	46.20.229.1	80	3	GET	www.thelocal.de	/articleImages/42561.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	44623	200	OK	-	-	-	(empty)	-	-	-	-	-	FIByuT2UsUjsqlwMS	image/jpeg
1337208737.551885	CuiluJ34RMG03I1Xa3	192.168.2.10	1053	74.125.71.157	80	1	GET	googleads.g.doubleclick.net	/pagead/ads?client=ca-pub-0953829391660321&output=html&h=280&slotname=2700259295&w=336&lmt=1337223013&ea=0&flash=10.0.32.18&url=http://www.thelocal.de/&dt=1337223013640&shv=r20120509&jsv=r20110914&saldr=1&correlator=1337223013671&frm=20&adk=1684185763&ga_vid=1092642594.1337223014&ga_sid=1337223014&ga_hid=504074845&ga_fc=0&u_tz=-240&u_his=0&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=arial&dfs=13&adx=8&ady=3677&biw=780&bih=459&oid=3&fu=0&ifi=1&dtd=266	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5019	200	OK	-	-	-	(empty)	-	-	-	-	-	Fb9w2h1XnRFDhTUlck	text/html
1337208737.926038	Cf95Jehh0c3jqEMKe	192.168.2.10	1037	173.241.250.2	80	4	GET	d1.openx.org	/ajs.php?zoneid=172584&cb=37242037689&charset=iso-8859-1&loc=http://www.thelocal.de/&context=cDozNTk5NjB8&mmm_fo=1	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3946	200	OK	-	-	-	(empty)	-	-	-	-	-	FdREbwqPdCMmqUt4e	text/plain
1337208737.978182	CUixrwffIfuhoP1S	192.168.2.10	1054	74.119.118.71	80	2	GET	cas.criteo.com	/delivery/lg.php?ckmode=0&bannerid=0&campaignid=0&zoneid=49102&pb=1&bizmodel=0&catCol=0&catId=0&cb=9646e8a8ba&rtb=0&zc=%7c3a%2fw134jhqhwhWPdpkzvzg%3d%3d%7c&b=_%252fLqVauF2f3GKuekfelxxrA%253d%253d&bi=|3a/w134jhqguV4A9Bq0L3ghLRLksEyvgO1OP8pTK0a4zAdxUXkHOPw==|&loc=http://www.thelocal.de/&c=w2OTLqAeETLFxciVCo0OWUdwYA3OZwhv&iii=174391824	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	F8cE2b18NqrNSDgVWi	image/gif
1337208738.105601	CC7Zw11ycrCRwhGwDi	192.168.2.10	1057	74.121.136.125	80	1	GET	sync.mathtag.com	/sync/img?type=sync&mt_exid=20&redir=http://dis.criteo.com/pump/match.aspx?c=2&uid=[MM_UUID]	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1337208738.100345	Cra1IWduIXCGHE1R2	192.168.2.10	1055	140.174.25.26	80	1	GET	tag.admeld.com	/id?redirect=http://cas.criteo.com/delivery/admeld_map?match=[admeld_user_id]	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	268	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	Fi5fRO3SeIyrV9Dvvb	text/html
1337208737.395826	CM253f2JOZhaPVZ80j	192.168.2.10	1051	46.20.229.1	80	2	GET	www.thelocal.de	/articleImages/42563.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	45923	200	OK	-	-	-	(empty)	-	-	-	-	-	F2Qk2B3VVghzEWceP9	image/jpeg
1337208738.136034	CUixrwffIfuhoP1S	192.168.2.10	1054	74.119.118.71	80	3	GET	cas.criteo.com	/delivery/admeld_map?match=1917f5e9-87c0-40f3-afe6-26c5f481300a	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	203	302	Found	-	-	-	(empty)	-	-	-	-	-	FzQiLg2qEfdDZAzcVj	text/html
1337208738.066426	C187Lb4U9mFsoBHxOk	192.168.2.10	1052	74.125.71.155	80	5	GET	pagead2.googlesyndication.com	/pagead/images/ad_choices_i.png	http://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-0953829391660321&output=html&h=280&slotname=2700259295&w=336&lmt=1337223013&ea=0&flash=10.0.32.18&url=http%3A%2F%2Fwww.thelocal.de%2F&dt=1337223013640&shv=r20120509&jsv=r20110914&saldr=1&correlator=1337223013671&frm=20&adk=1684185763&ga_vid=1092642594.1337223014&ga_sid=1337223014&ga_hid=504074845&ga_fc=0&u_tz=-240&u_his=0&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=arial&dfs=13&adx=8&ady=3677&biw=780&bih=459&oid=3&fu=0&ifi=1&dtd=266	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	365	200	OK	-	-	-	(empty)	-	-	-	-	-	FZv3FU23Acu9JWF9of	image/png
1337208737.923567	CtvTRy117oJOpWZnP5	192.168.2.10	1050	46.20.229.1	80	4	GET	www.thelocal.de	/articleImages/42577.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	45933	200	OK	-	-	-	(empty)	-	-	-	-	-	Fwscgn2fUcwmCcNxy8	image/jpeg
1337208738.314642	CaKrV643PS8ULIew8l	192.168.2.10	1058	74.119.118.94	80	1	GET	dis.criteo.com	/pump/match.aspx?c=2&uid=4fb42f2d-ebf1-3226-d59b-dabff02a8843	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	Fp8CZa4ETU3xkiumw6	image/gif
1337208738.314926	C187Lb4U9mFsoBHxOk	192.168.2.10	1052	74.125.71.155	80	6	GET	pagead2.googlesyndication.com	/pagead/images/ad_choices_en.png	http://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-0953829391660321&output=html&h=280&slotname=2700259295&w=336&lmt=1337223013&ea=0&flash=10.0.32.18&url=http%3A%2F%2Fwww.thelocal.de%2F&dt=1337223013640&shv=r20120509&jsv=r20110914&saldr=1&correlator=1337223013671&frm=20&adk=1684185763&ga_vid=1092642594.1337223014&ga_sid=1337223014&ga_hid=504074845&ga_fc=0&u_tz=-240&u_his=0&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=arial&dfs=13&adx=8&ady=3677&biw=780&bih=459&oid=3&fu=0&ifi=1&dtd=266	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	776	200	OK	-	-	-	(empty)	-	-	-	-	-	FAoMUO2Q9MiAPKCdNj	image/png
1337208738.14486	CM253f2JOZhaPVZ80j	192.168.2.10	1051	46.20.229.1	80	3	GET	www.thelocal.de	/articleImages/42571.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	47729	200	OK	-	-	-	(empty)	-	-	-	-	-	F1Va3SGSJBtzFj9a9	image/jpeg
