#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-09-51-04
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1345328808.266833	C8EmSO2pzjWPKzSNj	192.168.51.10	1029	62.225.47.14	80	1	GET	aquariuminternational.de	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	-	-
1345328812.100698	C1jY0wTV8uMR3xfnb	192.168.51.10	1046	204.2.243.230	80	1	GET	profile.ak.fbcdn.net	/static-ak/rsrc.php/v2/yo/r/UlIqmHJn-SK.gif	http://www.facebook.com/plugins/likebox.php?id=196064273797986&width=230&colorscheme=dark&connections=3&stream=false&header=false&height=265	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	390	200	OK	-	-	-	(empty)	-	-	-	-	-	FNEwka4Ik37CSmUy7b	image/gif
1345328812.104144	C1jY0wTV8uMR3xfnb	192.168.51.10	1046	204.2.243.230	80	2	GET	profile.ak.fbcdn.net	/hprofile-ak-snc4/48960_1425910869_827021075_q.jpg	http://www.facebook.com/plugins/likebox.php?id=196064273797986&width=230&colorscheme=dark&connections=3&stream=false&header=false&height=265	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2989	200	OK	-	-	-	(empty)	-	-	-	-	-	Fqankc1a5C1mLnlcx5	image/jpeg
1345328812.142776	CNDb0f1p3Am4M8QWOb	192.168.51.10	1043	69.31.74.216	80	7	GET	b.static.ak.fbcdn.net	/rsrc.php/v2/y7/r/ql9vukDCc4R.png	http://www.facebook.com/plugins/likebox.php?id=196064273797986&width=230&colorscheme=dark&connections=3&stream=false&header=false&height=265	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1177	200	OK	-	-	-	(empty)	-	-	-	-	-	FFDpTO2wWeJJtCuvZa	image/png
1345328812.113969	C1jY0wTV8uMR3xfnb	192.168.51.10	1046	204.2.243.230	80	3	GET	profile.ak.fbcdn.net	/hprofile-ak-snc4/70361_100001736464500_2760095_q.jpg	http://www.facebook.com/plugins/likebox.php?id=196064273797986&width=230&colorscheme=dark&connections=3&stream=false&header=false&height=265	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2797	200	OK	-	-	-	(empty)	-	-	-	-	-	Fad2Fp2pNccMczu1d7	image/jpeg
1345328812.100298	CQxpqk5M1aSxvz6tf	192.168.51.10	1045	204.2.243.230	80	1	GET	profile.ak.fbcdn.net	/hprofile-ak-ash2/41803_196064273797986_1623562262_q.jpg	http://www.facebook.com/plugins/likebox.php?id=196064273797986&width=230&colorscheme=dark&connections=3&stream=false&header=false&height=265	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2840	200	OK	-	-	-	(empty)	-	-	-	-	-	FYZCez2qDSI2ivRUf2	image/jpeg
1345328812.352362	C1jY0wTV8uMR3xfnb	192.168.51.10	1046	204.2.243.230	80	4	GET	profile.ak.fbcdn.net	/hprofile-ak-ash2/49789_100003492785062_536063943_q.jpg	http://www.facebook.com/plugins/likebox.php?id=196064273797986&width=230&colorscheme=dark&connections=3&stream=false&header=false&height=265	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2644	200	OK	-	-	-	(empty)	-	-	-	-	-	FtAxNvXlFKHhiGxP1	image/jpeg
1345328811.1519	C1ko4k2qAniX7uBJOi	192.168.51.10	1037	62.225.47.14	80	6	GET	www.aquariuminternational.de	/wp-content/uploads/2012/07/cover-landscape.jpg	http://www.aquariuminternational.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	533614	200	OK	-	-	-	(empty)	-	-	-	-	-	FcdCZZ2tLPF9BFbw2b	image/jpeg
1345328811.74787	Cu0tlr1e3kwNfuNqsi	192.168.51.10	1035	62.225.47.14	80	9	GET	www.aquariuminternational.de	/wp-content/uploads/2012/07/titelbild-frank.jpg	http://www.aquariuminternational.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	274352	200	OK	-	-	-	(empty)	-	-	-	-	-	FzXl8l2DXT73sBWsBe	image/jpeg
1345328812.742559	C1ko4k2qAniX7uBJOi	192.168.51.10	1037	62.225.47.14	80	7	GET	www.aquariuminternational.de	/wp-content/uploads/2012/07/App-Screenshot.jpg	http://www.aquariuminternational.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	309080	200	OK	-	-	-	(empty)	-	-	-	-	-	FZsGV61psF7LTLaJl5	image/jpeg
1345328812.752582	Cu0tlr1e3kwNfuNqsi	192.168.51.10	1035	62.225.47.14	80	10	GET	www.aquariuminternational.de	/wp-content/uploads/2012/07/screenshot-riparium-1024x749.jpg	http://www.aquariuminternational.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	335221	200	OK	-	-	-	(empty)	-	-	-	-	-	FqtLnn3SR1txGoaLq8	image/jpeg
1345328813.332718	C1ko4k2qAniX7uBJOi	192.168.51.10	1037	62.225.47.14	80	8	GET	www.aquariuminternational.de	/wp-content/uploads/2012/07/screen-statistic.jpg	http://www.aquariuminternational.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	314231	200	OK	-	-	-	(empty)	-	-	-	-	-	F98dzf4FlfagHZqmH2	image/jpeg
1345328814.028393	C1ko4k2qAniX7uBJOi	192.168.51.10	1037	62.225.47.14	80	9	GET	www.aquariuminternational.de	/wp-content/uploads/2011/09/logo-schwarz400.jpg	http://www.aquariuminternational.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	39696	200	OK	-	-	-	(empty)	-	-	-	-	-	F71s5F209zuvFvsDLh	image/jpeg
1345328814.192291	C1ko4k2qAniX7uBJOi	192.168.51.10	1037	62.225.47.14	80	10	GET	www.aquariuminternational.de	/wp-content/uploads/2012/02/Icon-PDF-125x125.png	http://www.aquariuminternational.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	23696	200	OK	-	-	-	(empty)	-	-	-	-	-	FhZb8U2VnsOoUG6tNj	image/png
1345328814.326992	C1ko4k2qAniX7uBJOi	192.168.51.10	1037	62.225.47.14	80	11	GET	www.aquariuminternational.de	/wp-content/uploads/2011/12/Icon-125px.gif	http://www.aquariuminternational.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7274	200	OK	-	-	-	(empty)	-	-	-	-	-	FX1tpW1z2SxnOzhJ0a	image/gif
1345328814.462528	C1ko4k2qAniX7uBJOi	192.168.51.10	1037	62.225.47.14	80	12	GET	www.aquariuminternational.de	/wp-content/themes/pilcrow/images/icons/bubble.png	http://www.aquariuminternational.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	446	200	OK	-	-	-	(empty)	-	-	-	-	-	FogN8q2j2O3oDyJ4G1	image/png
1345328814.576457	C1ko4k2qAniX7uBJOi	192.168.51.10	1037	62.225.47.14	80	13	GET	www.aquariuminternational.de	/wp-content/themes/pilcrow/images/icons/cabinet.png	http://www.aquariuminternational.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	445	200	OK	-	-	-	(empty)	-	-	-	-	-	FC4mxf3N7I9ST0wJ73	image/png
1345328813.471639	Cu0tlr1e3kwNfuNqsi	192.168.51.10	1035	62.225.47.14	80	11	GET	www.aquariuminternational.de	/wp-content/uploads/2012/07/screenshot-titel.jpg	http://www.aquariuminternational.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	410421	200	OK	-	-	-	(empty)	-	-	-	-	-	FLoHeC4YUVLs0ORFtg	image/jpeg
1345328815.233546	CMShoOqftxY7aoLob	192.168.51.10	1047	87.98.239.2	80	1	GET	urbanflavours.pl	/82934921.html	http://www.aquariuminternational.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	12286	200	OK	-	-	-	(empty)	-	-	-	-	-	FvHwI93FMiq9hUjIQh	text/html
1345328817.19757	CMShoOqftxY7aoLob	192.168.51.10	1047	87.98.239.2	80	2	GET	urbanflavours.pl	/98765.pdf	http://urbanflavours.pl/82934921.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5302	200	OK	-	-	-	(empty)	-	-	-	-	-	FW7nf63vmpPpEdFZQ2	application/pdf
1345328826.14802	CC1ZowyqbFrtrHCUf	192.168.51.10	1051	87.98.239.2	80	1	GET	urbanflavours.pl	/2.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	18432	200	OK	-	-	-	(empty)	-	-	-	-	-	Fz0uMA301zfEtqEMTl	application/x-dosexec
1345328829.17328	Cd02CjqGqWFSaprLb	192.168.51.10	1052	87.98.239.2	80	1	GET	urbanflavours.pl	/33256.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	12519	200	OK	-	-	-	(empty)	-	-	-	-	-	FfKANGcsX0He5hNuf	application/jar
1345328829.614703	Cd02CjqGqWFSaprLb	192.168.51.10	1052	87.98.239.2	80	2	GET	urbanflavours.pl	/33256.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	12519	200	OK	-	-	-	(empty)	-	-	-	-	-	FPcVfnHFJjXqWZto9	application/jar
1345328830.027705	Cd02CjqGqWFSaprLb	192.168.51.10	1052	87.98.239.2	80	3	GET	urbanflavours.pl	/33256.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	12519	200	OK	-	-	-	(empty)	-	-	-	-	-	FQRGLT1iXtWIBaPG0g	application/jar
1345328830.559829	Cd02CjqGqWFSaprLb	192.168.51.10	1052	87.98.239.2	80	4	GET	urbanflavours.pl	/33256.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	12519	200	OK	-	-	-	(empty)	-	-	-	-	-	Fz888i3LUX4kmjj2Md	application/jar
