#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-08-04
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1368563142.855994	CHcuOv2gX84gpnpTkb	192.168.69.10	1030	64.147.122.110	80	1	GET	rollingstone.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	-	-
1368563143.269542	CeCIBz2m4kqdpUaY52	192.168.69.10	1032	23.62.111.137	80	3	GET	www.rollingstone.com	/js/fe/jquery.equalHeights.db4b33c327402997e04526a2cc0e7e09.js	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1123	200	OK	-	-	-	(empty)	-	-	-	-	-	FDnDWNHRKzSt7CQm9	text/plain
1368563143.282362	CWniiZ2lndARGZxOJe	192.168.69.10	1031	23.62.111.137	80	10	GET	www.rollingstone.com	/js/fe/jquery.rsplus.auth.e45f990f487830dba00c717c351dcbf1.js	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5338	200	OK	-	-	-	(empty)	-	-	-	-	-	FPHivLDucmrkSu7l6	text/plain
1368563143.29868	CeCIBz2m4kqdpUaY52	192.168.69.10	1032	23.62.111.137	80	4	GET	www.rollingstone.com	/js/fe/jquery.rsplus.embed.23b2a3f7528dc6c0d25286f4fb1d7226.js	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3106	200	OK	-	-	-	(empty)	-	-	-	-	-	F6loJ14d71xuaUjI95	text/plain
1368563143.315191	CWniiZ2lndARGZxOJe	192.168.69.10	1031	23.62.111.137	80	11	GET	www.rollingstone.com	/js/fe/rsplus.53ddbb5f527d64b410d8cdf30c288397.js	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3981	200	OK	-	-	-	(empty)	-	-	-	-	-	FDxAvd29NHVwNOrLfl	text/plain
1368563143.334289	CeCIBz2m4kqdpUaY52	192.168.69.10	1032	23.62.111.137	80	5	GET	www.rollingstone.com	/js/fe/jquery.tools.min.fca3e2fc0cb049aee2ae83253eafb14a.js	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	46539	200	OK	-	-	-	(empty)	-	-	-	-	-	FH0nbM1JkfeeWfULQ2	text/html
1368563143.41331	CWniiZ2lndARGZxOJe	192.168.69.10	1031	23.62.111.137	80	12	GET	www.rollingstone.com	/js/jquery/jquery.verticalCenter.min.6b8896764310355ceea72336e3c8e167.js	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	515	200	OK	-	-	-	(empty)	-	-	-	-	-	F8YhHh2jdKLa0Yo0M6	text/plain
1368563143.424555	CeCIBz2m4kqdpUaY52	192.168.69.10	1032	23.62.111.137	80	6	GET	www.rollingstone.com	/js/fe/stayConnected.1d16f4c8d6a20e1b2012550cc90cd124.js	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1448	200	OK	-	-	-	(empty)	-	-	-	-	-	FG2wge3hQRbzxDLnqe	text/plain
1368563143.439018	CWniiZ2lndARGZxOJe	192.168.69.10	1031	23.62.111.137	80	13	GET	www.rollingstone.com	/js/fe/mostPopular.55784b649729bd02f1ac4120fc38910f.js	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	550	200	OK	-	-	-	(empty)	-	-	-	-	-	FfbTSi1h0mQaoatr58	text/plain
1368563143.465379	Cwh9U91F9klnl08YM4	192.168.69.10	1033	23.62.111.136	80	1	GET	tcr.tynt.com	/ti.js	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	29455	200	OK	-	-	-	(empty)	-	-	-	-	-	FQe3ws1hW72gSvHK2b	text/plain
1368563143.513675	CgkzFM2MN2AuFqrspc	192.168.69.10	1035	23.62.111.178	80	1	GET	sc.tynt.com	/script/sc/bbJxak64Kr4kEzacwqm_6l.js	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	57	200	OK	-	-	-	(empty)	-	-	-	-	-	FVbINT1jUcrwULCGHa	text/plain
1368563143.512076	CmLzfjJv05E4LMCpg	192.168.69.10	1034	23.64.36.211	80	1	GET	cdn.optimizely.com	/js/76980741.js	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	122424	200	OK	-	-	-	(empty)	-	-	-	-	-	FZ6dmn2kPoZfHACVq1	text/plain
1368563143.705212	CeCIBz2m4kqdpUaY52	192.168.69.10	1032	23.62.111.137	80	7	GET	www.rollingstone.com	/images/fe/header_logo_yahoo_on_rs.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	8936	200	OK	-	-	-	(empty)	-	-	-	-	-	Fmxqte2a3RfNvy3IM4	image/jpeg
1368563143.730773	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	1	GET	assets.rollingstone.com	/images/fe/buttons/channel_header-login-submit.png	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3548	200	OK	-	-	-	(empty)	-	-	-	-	-	FPzCNaNJmSOT3EKff	image/png
1368563143.737194	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	1	GET	assets.rollingstone.com	/images/fe/layout/oxfordLine.gif	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	45	200	OK	-	-	-	(empty)	-	-	-	-	-	FEPJFq3tJRys2rFLXj	image/gif
1368563143.737877	CWniiZ2lndARGZxOJe	192.168.69.10	1031	23.62.111.137	80	14	GET	www.rollingstone.com	/images/fe/sprite/socialIcons.png	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	6179	200	OK	-	-	-	(empty)	-	-	-	-	-	FIHcP740HJSqLBNCTc	image/png
1368563143.737503	CYvDzm3TasY7VuIR13	192.168.69.10	1036	54.225.185.122	80	1	GET	76980741.log.optimizely.com	/event?a=76980741&d=28362554&y=false&f=&s175376848=direct&s175257137=false&s175119535=ie&n=http://www.rollingstone.com/&u=oeu1368577424281r0.5198088923632995&t=1368577424281	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	35	200	OK	-	-	-	(empty)	-	-	-	-	-	FzoQWVPqQPdz8kYN8	image/gif
1368563143.742074	CRBU62Uoxsj5nuhN	192.168.69.10	1039	69.171.247.29	80	1	GET	www.facebook.com	/plugins/like.php?href=http://www.facebook.com/rollingstone&layout=button_count&show_faces=false&stream=false&width=92&action=like&font=lucida+grande&colorscheme=light&height=35	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	13916	200	OK	-	-	-	(empty)	-	-	-	-	-	F69EmH2c2aguarI4Fk	text/html
1368563143.827156	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	2	GET	assets.rollingstone.com	/images/fe/buttons/rs-home-search-button.png	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3085	200	OK	-	-	-	(empty)	-	-	-	-	-	FjHbezBarDXdixIs5	image/png
1368563143.830385	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	2	GET	assets.rollingstone.com	/images/fe/layout/channel_header-login.png	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	977	200	OK	-	-	-	(empty)	-	-	-	-	-	FbCkCAWnVD0b5kB14	image/png
1368563143.862499	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	3	GET	assets.rollingstone.com	/images/fe/layout/channel_header-new_issue.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	8426	200	OK	-	-	-	(empty)	-	-	-	-	-	Fh8BxW2H0SOKySsBNd	image/jpeg
1368563143.830632	Cx8xMQ5gv5dcFTP0g	192.168.69.10	1040	74.125.229.251	80	1	GET	ad.doubleclick.net	/adj/rstone.site/homepage;tile=1;dcopt=ist;sz=950x30;ord=4834512804643873000?	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	92	200	OK	-	-	-	(empty)	-	-	-	-	-	Fzrtkjd132irB0H24	text/plain
1368563143.905157	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	3	GET	assets.rollingstone.com	/images/fe/layout/channel_header-archives.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5846	200	OK	-	-	-	(empty)	-	-	-	-	-	FaxmeC3xZMWMUOGSr7	image/jpeg
1368563143.936653	CXKLdg3mzUGNO7uH6i	192.168.69.10	1041	23.62.111.171	80	1	GET	b.static.ak.fbcdn.net	/rsrc.php/v2/y9/r/9lHCr752hA6.gif	http://www.facebook.com/plugins/like.php?href=http%3A%2F%2Fwww.facebook.com%2Frollingstone&layout=button_count&show_faces=false&stream=false&width=92&action=like&font=lucida+grande&colorscheme=light&height=35	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	456	200	OK	-	-	-	(empty)	-	-	-	-	-	FyMgso2UdSMIfT5nV9	image/gif
1368563143.936301	CJYg5T2wswAPOwbSNc	192.168.69.10	1042	23.62.111.171	80	1	GET	b.static.ak.fbcdn.net	/rsrc.php/v2/yO/r/o4TbR2JaC2Z.js	http://www.facebook.com/plugins/like.php?href=http%3A%2F%2Fwww.facebook.com%2Frollingstone&layout=button_count&show_faces=false&stream=false&width=92&action=like&font=lucida+grande&colorscheme=light&height=35	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	138489	200	OK	-	-	-	(empty)	-	-	-	-	-	Fp0Fvq4sOYAMhKHGlj	text/plain
1368563143.970738	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	4	GET	assets.rollingstone.com	/images/fe/sprite/nav_v5.png	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	8451	200	OK	-	-	-	(empty)	-	-	-	-	-	FVvspl3i1JBfdv0sv6	image/png
1368563143.9467	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	4	GET	assets.rollingstone.com	/images/fe/rsLogoTrans.png	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	118037	200	OK	-	-	-	(empty)	-	-	-	-	-	FEk36A2xGhdbr7HPl2	image/png
1368563144.033334	CeCIBz2m4kqdpUaY52	192.168.69.10	1032	23.62.111.137	80	8	GET	www.rollingstone.com	/images/fe/layout/advertisement.png	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	429	200	OK	-	-	-	(empty)	-	-	-	-	-	FXOPd4WyhG8lHYNZk	image/png
1368563144.034019	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	5	GET	assets.rollingstone.com	/images/fe/socialIcons.png	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1663	200	OK	-	-	-	(empty)	-	-	-	-	-	FiOPLH3gxu0Va0U0le	image/png
1368563144.044879	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	5	GET	assets.rollingstone.com	/assets/images/story/listen-to-daft-punks-new-album-random-access-memories-20130513/75x75/daft-album-306-1368475679.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4835	200	OK	-	-	-	(empty)	-	-	-	-	-	Fo4NYH3Z3bwzOq1xe9	image/jpeg
1368563144.033786	Cx8xMQ5gv5dcFTP0g	192.168.69.10	1040	74.125.229.251	80	2	GET	ad.doubleclick.net	/adj/rstone.site/homepage;tile=3;sz=300x250;ord=4834512804643873000?	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	664	200	OK	-	-	-	(empty)	-	-	-	-	-	Fp81ggwwhIIsKKK4	text/plain
1368563144.093426	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	6	GET	assets.rollingstone.com	/assets/images/story/justin-biebers-concert-earnings-stolen-by-thieves-20130514/75x75/bieber-306-1368550034.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5846	200	OK	-	-	-	(empty)	-	-	-	-	-	F8LvpM1PBVR7nClrfa	image/jpeg
1368563144.108095	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	7	GET	assets.rollingstone.com	/assets/images/video/the-voice-recap-top-12-perform-live-20130514/75x75/bradbery-306-1368534858.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7718	200	OK	-	-	-	(empty)	-	-	-	-	-	FvpyIs1fLKslIzDqXe	image/jpeg
1368563144.122465	CWniiZ2lndARGZxOJe	192.168.69.10	1031	23.62.111.137	80	15	GET	www.rollingstone.com	/images/fe/video-play-overlay.png	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3898	200	OK	-	-	-	(empty)	-	-	-	-	-	Fn5tIoZyRAONbq5mg	image/png
1368563144.122805	CeCIBz2m4kqdpUaY52	192.168.69.10	1032	23.62.111.137	80	9	GET	www.rollingstone.com	/images/fe/audio-play-overlay.png	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4286	200	OK	-	-	-	(empty)	-	-	-	-	-	F0SaIA1VBk89NBUzm9	image/png
1368563144.112298	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	8	GET	assets.rollingstone.com	/assets/images/issues/1000x190/rs1183cover-286-1367876053.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	60373	200	OK	-	-	-	(empty)	-	-	-	-	-	FKArQAgp1UP5lGia2	image/jpeg
1368563144.106491	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	6	GET	assets.rollingstone.com	/assets/images/story/downton-abbey-sets-date-for-season-four-premiere-20130514/75x75/maggiesmith-306-1368544336.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7690	200	OK	-	-	-	(empty)	-	-	-	-	-	FKEbve1u7RRSoTaz05	image/jpeg
1368563144.171029	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	9	GET	assets.rollingstone.com	/assets/images/album_review/86x86/jay-z-previews-the-great-gatsby-soundtrack-1366657056.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	11555	200	OK	-	-	-	(empty)	-	-	-	-	-	F9Iqjy45Q6Rpn211Z4	image/jpeg
1368563144.1731	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	7	GET	assets.rollingstone.com	/assets/images/album_review/86x86/51cbxn4lzhl-sy300-1367602799.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	8064	200	OK	-	-	-	(empty)	-	-	-	-	-	Fg8gLY2hstcthL6Aj	image/jpeg
1368563144.191264	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	8	GET	assets.rollingstone.com	/assets/images/album_review/86x86/deerhunter-1367601614.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4294	200	OK	-	-	-	(empty)	-	-	-	-	-	FqvOC4JrYqOzhttq9	image/jpeg
1368563144.190897	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	10	GET	assets.rollingstone.com	/assets/images/album_review/86x86/rod-stewart-time-1367602162.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	9210	200	OK	-	-	-	(empty)	-	-	-	-	-	FpKA7s4EhCl2mobufe	image/jpeg
1368563144.222638	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	9	GET	assets.rollingstone.com	/assets/images/album_review/86x86/fleetwood-mac-extended-play-608x606-1367600910.jpeg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7614	200	OK	-	-	-	(empty)	-	-	-	-	-	FNOJII1LyZvqjGpTX3	image/jpeg
1368563144.22296	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	11	GET	assets.rollingstone.com	/assets/images/homepage/hero/284x388/20130509-joe-biden-caro-378x284-1368123604.jpeg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	106981	200	OK	-	-	-	(empty)	-	-	-	-	-	FMTP3m18aeMr5UYrec	image/jpeg
1368563144.271738	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	10	GET	assets.rollingstone.com	/assets/images/homepage/hero/284x388/20130507-stones-onthecover-caro-378x284-1368022998.jpeg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	80171	200	OK	-	-	-	(empty)	-	-	-	-	-	FpCydP3R42HzWMrize	image/jpeg
1368563144.293748	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	12	GET	assets.rollingstone.com	/assets/images/homepage/hero/284x388/20130608-travers-summer-preview-378x284-1368026993.jpeg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	99946	200	OK	-	-	-	(empty)	-	-	-	-	-	Fwfqlu1A7jfBLL9p45	image/jpeg
1368563144.294118	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	11	GET	assets.rollingstone.com	/assets/images/homepage/hero/284x388/20130508-littlefinger-caro-378x284-1368038653.jpeg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	104002	200	OK	-	-	-	(empty)	-	-	-	-	-	FHfWvx2FVppB6pgmK	image/jpeg
1368563144.342604	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	12	GET	assets.rollingstone.com	/assets/images/song_review/119x178/20130513-jcole-kendrick-624x420-1368482011.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	15964	200	OK	-	-	-	(empty)	-	-	-	-	-	Fr2f0p4gTAS1LKUfT1	image/jpeg
1368563144.342367	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	13	GET	assets.rollingstone.com	/assets/images/homepage/hero/284x388/20130509-venues-that-rock-378x284-1368130972.jpeg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	94545	200	OK	-	-	-	(empty)	-	-	-	-	-	FgD7P42bxHZujg8v5b	image/jpeg
1368563144.495794	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	13	GET	assets.rollingstone.com	/assets/images/gallery/random-notes-2013-20130111/119x178/201301514-liljon-x624-1368543680.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	24024	200	OK	-	-	-	(empty)	-	-	-	-	-	F2gzNDhxXQf4fIQke	image/jpeg
1368563144.502996	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	14	GET	assets.rollingstone.com	/assets/images/story/10-banned-music-videos-20130509/246x367/20130509-madonna-624x420-1368120429.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	51289	200	OK	-	-	-	(empty)	-	-	-	-	-	FSQO5d195uRvS31HDf	image/jpeg
1368563144.533383	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	14	GET	assets.rollingstone.com	/assets/images/list_container/100-best-albums-of-the-nineties-20110427/40x40/20121017-best-albums-90s-306x306-1350508175.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3474	200	OK	-	-	-	(empty)	-	-	-	-	-	F8xtVl1m7bSPRLsLr9	image/jpeg
1368563144.542326	CMcBLN5EMnzzIlZk3	192.168.69.10	1038	23.62.111.147	80	15	GET	assets.rollingstone.com	/assets/images/list_container/the-100-greatest-debut-albums-of-all-time-20130322/40x40/20121113-introslide-x306-1363718975.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3435	200	OK	-	-	-	(empty)	-	-	-	-	-	FFGjIK12BZcjsbfMJf	image/jpeg
1368563144.544069	C87045IH1jbk5jM61	192.168.69.10	1037	23.62.111.147	80	15	GET	assets.rollingstone.com	/assets/images/story/the-10-most-annoying-concert-behaviors-20130114/40x40/20130114-cellphone-306-1358351841.jpg	http://www.rollingstone.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3469	200	OK	-	-	-	(empty)	-	-	-	-	-	FjFAtp4Ps09oMmvnY7	image/jpeg
