#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-11-15-43
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1318058203.729332	CWDPtD4BHtMQFh0Rt	192.168.54.10	1030	98.124.199.1	80	1	GET	toponenetwork.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	144	302	Object moved	-	-	-	(empty)	-	-	-	-	-	FYmxxeSERrC6R0vQa	text/html
1318058204.35632	CF51Y32wY9246I0i26	192.168.54.10	1042	208.42.232.158	80	1	GET	joelcomm.com	/styles/default.css	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	461	200	OK	-	-	-	(empty)	-	-	-	-	-	FmW5wK1e3toFh6KBhj	text/plain
1318058204.399336	CyCuhW27Us7u2UIXS6	192.168.54.10	1043	208.42.232.158	80	1	GET	www.joelcomm.com	/cgi-bin/fimg.cgi?entry_id=28322&size=100	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	353	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FxFNtg17rcQ6DwwQZ3	text/html
1318058204.399626	CqqSGl3AjFtUBjnPA6	192.168.54.10	1044	208.42.232.158	80	1	GET	www.joelcomm.com	/cgi-bin/fimg.cgi?entry_id=28321&size=100	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	353	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	F1EWcPDQYWrRfI272	text/html
1318058204.471627	C9xZXc2fV1oBxleEcb	192.168.54.10	1036	184.28.191.55	80	2	GET	platform.twitter.com	/widgets/follow_button.html	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	33674	200	OK	-	-	-	(empty)	-	-	-	-	-	FBQ0fb3R01v1qa1pa1	text/html
1318058204.478208	CVeO773rfV7ymuJCM7	192.168.54.10	1045	208.42.232.158	80	1	GET	joelcomm.com	/images/ico-t.gif	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1889	200	OK	-	-	-	(empty)	-	-	-	-	-	FUmRDK1ZH89vPINPaj	image/gif
1318058204.557616	C9xZXc2fV1oBxleEcb	192.168.54.10	1036	184.28.191.55	80	3	GET	platform.twitter.com	/widgets/images/follow_button/blue/en.9530b7e7dba1551550507315591d061b.png	http://platform.twitter.com/widgets/follow_button.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3714	200	OK	-	-	-	(empty)	-	-	-	-	-	FgwN1o2FIMB3GHAIdb	image/png
1318058204.529129	CLTPWX2s3KO3Awbr67	192.168.54.10	1047	74.125.229.193	80	1	GET	feeds.feedburner.com	/~fc/JoelComm_com?bg=FFFFFF&fg=000000&anim=1	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3786	200	OK	-	-	-	(empty)	-	-	-	-	-	FMkiT42nadyyEU2Ith	image/gif
1318058204.561485	C8ZWI31RpJ7bppb2Og	192.168.54.10	1052	184.28.191.55	80	1	GET	platform.twitter.com	/widgets/images/f.gif?_=1318072485437&align=&button=blue&id=twitter_tweet_button_0&lang=en&link_color=&screen_name=joelcomm&show_count=&show_screen_name=&text_color=&twttr_variant=1.1&twttr_referrer=http://joelcomm.com/&twttr_li=0&twttr_widget=1&twttr_guest_id=	http://platform.twitter.com/widgets/follow_button.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FbULdh2im1Y48fmzJk	image/gif
1318058204.574295	CgBos53wyhxpHnA9z7	192.168.54.10	1049	208.42.232.158	80	1	GET	www.joelcomm.com	/cgi-bin/fimg.cgi?entry_id=28320&size=100	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	353	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	Fv0SzzBJL3sYLaG74	text/html
1318058204.574566	COmEPu39c0RIrkcShh	192.168.54.10	1050	208.42.232.158	80	1	GET	www.joelcomm.com	/cgi-bin/fimg.cgi?entry_id=28319&size=100	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	353	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FnhSYz4KnyCQOrlRF	text/html
1318058204.574797	COUTWRAfFMPVUQcaj	192.168.54.10	1051	208.42.232.158	80	1	GET	joelcomm.com	/images/ico-f.gif	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1840	200	OK	-	-	-	(empty)	-	-	-	-	-	F01gD22NN1z6LGOwpd	image/gif
1318058204.545409	CpQJOi37Oo9mI3SDI6	192.168.54.10	1048	205.234.169.36	80	1	GET	adage.com	/power150/badge-generate.php?id=4477	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	308	200	OK	-	-	-	(empty)	-	-	-	-	-	FriVel1plkaqVjMfWf	text/plain
1318058204.616699	Cfrx7GuV8k131cfli	192.168.54.10	1053	184.28.191.55	80	1	GET	cdn.api.twitter.com	/1/users/show.json?screen_name=joelcomm&callback=twttr.setFollowersCount	http://platform.twitter.com/widgets/follow_button.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1947	200	OK	-	-	-	(empty)	-	-	-	-	-	FyHOYi4SaAXUe9RH1e	text/plain
1318058204.657827	C18ltWm5lTMCz21vh	192.168.54.10	1054	208.42.232.158	80	1	GET	www.joelcomm.com	/cgi-bin/fimg.cgi?entry_id=28316&size=100	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	353	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FCzEY51rlBbcoCHjFc	text/html
1318058204.658017	C71a9PLa2nVAlp32j	192.168.54.10	1055	208.42.232.158	80	1	GET	www.joelcomm.com	/cgi-bin/fimg.cgi?entry_id=28315&size=100	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	353	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FLOfHj4lIdfvxzpOG4	text/html
1318058204.662002	C39Hs510nVZ2bCFTAg	192.168.54.10	1056	208.42.232.158	80	1	GET	joelcomm.com	/images/ico-u.gif	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1952	200	OK	-	-	-	(empty)	-	-	-	-	-	FogmRriCGCl7ADZ	image/gif
1318058204.710884	CpQJOi37Oo9mI3SDI6	192.168.54.10	1048	205.234.169.36	80	2	GET	adage.com	/power150/widget.css	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	269	200	OK	-	-	-	(empty)	-	-	-	-	-	FBxUio1wqYKQS4REWg	text/plain
1318058204.73854	C0vlVIZMGlGv8joti	192.168.54.10	1057	208.42.232.158	80	1	GET	www.joelcomm.com	/cgi-bin/fimg.cgi?entry_id=28312&size=100	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	353	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FXhXgt3TdHb1Qpbsab	text/html
1318058204.738913	C2OwJUqIwJoRbpKAf	192.168.54.10	1058	208.42.232.158	80	1	GET	www.joelcomm.com	/cgi-bin/fimg.cgi?entry_id=28311&size=100	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	353	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FF0ab8L8wEUnbk9g9	text/html
1318058204.750518	CHfzxw1zFCYA5lKO4e	192.168.54.10	1059	208.42.232.158	80	1	GET	joelcomm.com	/images/ico-star.gif	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	321	200	OK	-	-	-	(empty)	-	-	-	-	-	FkPQ8F1nR4ul71t3Eh	image/gif
1318058204.851558	CIhYxs1feMnyhFSyIf	192.168.54.10	1062	208.42.232.158	80	1	GET	www.joelcomm.com	/cgi-bin/fimg.cgi?entry_id=28308&size=100	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	353	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FH2zLP2mVRjtZi7jaa	text/html
1318058204.851322	CkTV0E1lBZWQhxtHxe	192.168.54.10	1061	208.42.232.158	80	1	GET	www.joelcomm.com	/cgi-bin/fimg.cgi?entry_id=28309&size=100	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	353	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FmVZHydqWE5ABp0S8	text/html
1318058204.851771	COS9Su1c8pB32vClRd	192.168.54.10	1063	208.42.232.158	80	1	GET	joelcomm.com	/images/ad-here.gif	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1046	200	OK	-	-	-	(empty)	-	-	-	-	-	F7vfig1FRQj7FJ38kd	image/gif
1318058204.850525	CpQJOi37Oo9mI3SDI6	192.168.54.10	1048	205.234.169.36	80	3	GET	adage.com	/img/power150/new/power150-badge.png	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	21172	200	OK	-	-	-	(empty)	-	-	-	-	-	Ftcpye1WsRUWHMIeFa	image/png
1318058204.851102	CbzRug1Uc5pzAPJKog	192.168.54.10	1060	69.171.224.12	80	1	GET	www.facebook.com	/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	13137	200	OK	-	-	-	(empty)	-	-	-	-	-	F15Qvw4BoEUudpO1Af	text/html
1318058204.937196	CtYPFp1lprwu6V1K15	192.168.54.10	1066	208.42.232.158	80	1	GET	www.joelcomm.com	/cgi-bin/fimg.cgi?entry_id=28300&size=100	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	353	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FDUxeW1vXtQsHgW1Le	text/html
1318058204.936979	CLTgGF1KwWZI9TUaLe	192.168.54.10	1065	208.42.232.158	80	1	GET	www.joelcomm.com	/cgi-bin/fimg.cgi?entry_id=28305&size=100	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	353	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FkriXV29knYAkhCoNg	text/html
1318058205.001907	CUvYVV3WwqrF085vi3	192.168.54.10	1069	24.143.201.81	80	1	GET	b.static.ak.fbcdn.net	/rsrc.php/v1/y6/r/MIMnWNUhUiU.css	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	65310	200	OK	-	-	-	(empty)	-	-	-	-	-	Fe49hDPPewF8txwp8	text/plain
1318058205.016674	CUvYVV3WwqrF085vi3	192.168.54.10	1069	24.143.201.81	80	2	GET	b.static.ak.fbcdn.net	/rsrc.php/v1/y9/r/FSSFTkVs8Vv.css	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	13334	200	OK	-	-	-	(empty)	-	-	-	-	-	FrQVMC4giKUd6dvAii	text/plain
1318058203.948551	CKZFlu4bvIZFvt4Zh1	192.168.54.10	1032	208.42.232.158	80	1	GET	joelcomm.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	78310	200	OK	-	-	-	(empty)	-	-	-	-	-	FQtIJeNg3RNlj1uzh	text/html
1318058205.026814	CUvYVV3WwqrF085vi3	192.168.54.10	1069	24.143.201.81	80	3	GET	b.static.ak.fbcdn.net	/rsrc.php/v1/yj/r/-eXzfKGl5Cz.js	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	44608	200	OK	-	-	-	(empty)	-	-	-	-	-	FQqL8618bbhRAfiIq9	text/plain
1318058204.943101	C9YA724KtYnt8GvkR3	192.168.54.10	1067	208.42.232.158	80	1	GET	joelcomm.com	/cgi-bin/fimg.cgi?entry_id=28324&size=95&sizey=62	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	372	302	Found	-	-	-	(empty)	-	-	-	-	-	FpmVIO3LnwhxHh4ih	text/html
1318058204.964239	CSe4nj1Xx3hohQWVgg	192.168.54.10	1064	46.17.6.210	80	1	GET	widgetsplus.com	/google_plus_widget.js	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2048	200	OK	-	-	-	(empty)	-	-	-	-	-	FkkPCyOAcB32ZQvo1	text/plain
1318058205.041342	CWaFMw3IDoIXtoxBO4	192.168.54.10	1070	208.42.232.158	80	1	GET	www.joelcomm.com	/cgi-bin/fimg.cgi?entry_id=28292&size=100	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	353	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FiUikx2Zlexzdblv24	text/html
1318058205.042148	C8LoV443vkzQUwBtZ3	192.168.54.10	1071	208.42.232.158	80	1	GET	www.joelcomm.com	/cgi-bin/fimg.cgi?entry_id=28269&size=100	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	353	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	F94FHy3vN5IO2DJGVa	text/html
1318058205.001694	C5I1yH3hmpIIpVZM74	192.168.54.10	1068	24.143.201.81	80	1	GET	b.static.ak.fbcdn.net	/rsrc.php/v1/yi/r/FsUDu4lGRlv.css	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	29332	200	OK	-	-	-	(empty)	-	-	-	-	-	FyCLY91ktswgS7za18	text/plain
1318058205.069786	CSEdOF361Jc5VTOVk4	192.168.54.10	1072	208.42.232.158	80	1	GET	joelcomm.com	/cgi-bin/fimg.cgi?entry_id=28323&size=95&sizey=62	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	329	302	Found	-	-	-	(empty)	-	-	-	-	-	FkdBFR1KaRQEcqyPLi	text/html
1318058205.07567	CZSe8T3pZl3MgPEla3	192.168.54.10	1073	208.42.232.158	80	1	GET	joelcomm.com	/cgi-bin/fimg.cgi?entry_id=28321&size=95&sizey=62	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	330	302	Found	-	-	-	(empty)	-	-	-	-	-	FU3IrL3Kx1V0f4bS8b	text/html
1318058205.262749	ChjD6M242Fg0pmk6R8	192.168.54.10	1085	24.143.201.26	80	1	GET	static.ak.fbcdn.net	/rsrc.php/v1/yn/r/FWoR59ji0Yz.js	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	104428	200	OK	-	-	-	(empty)	-	-	-	-	-	FAP7th4JpH7NkmreA4	text/plain
1318058205.080659	CSe4nj1Xx3hohQWVgg	192.168.54.10	1064	46.17.6.210	80	2	GET	widgetsplus.com	/google_plus_widget.php?pid=102298718421596692551&host=joelcomm.com&mbgc=f5f5f5&ww=350&mbc=cecece&bbc=3F79D5&bmobc=3b71c6&bbgc=4889F0&bmoc=3F79D5&bfc=FFFFFF&bmofc=ffffff&tlc=cecece&tc=6a6a6a&nc=6a6a6a&bc=6a6a6a&l=y&t=Add_me_on&fs=16&fsb=13&bw=100&b=s&ff=4&lu=6a6a6a&wh=500&pc=4889F0	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	8816	200	OK	-	-	-	(empty)	-	-	-	-	-	FjJWLuPzqjfUu04Ii	text/html
1318058205.162514	CKP5tkrEVRHUADTsj	192.168.54.10	1076	216.137.33.6	80	1	GET	images.instagram.com	/media/2011/10/07/a2479528548a4ca4a79a5b9a5ace80fb_7.jpg	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	110057	200	OK	-	-	-	(empty)	-	-	-	-	-	FJEy6n3vF83qu8UXP7	image/jpeg
1318058205.259002	COpfBtQ8newm4fd9k	192.168.54.10	1081	208.42.232.158	80	1	GET	www.joelcomm.com	/cgi-bin/fimg.cgi?entry_id=28324	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	340	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	F5R4KWyVfmkqi5Aqb	text/html
1318058205.259252	CXSGQ79F1BL6m6yHl	192.168.54.10	1080	208.42.232.158	80	1	GET	www.joelcomm.com	/cgi-bin/fimg.cgi?entry_id=28262&size=100	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	353	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FX9kiF1QruukQUN7Qa	text/html
1318058205.209822	CU2uY4eGqaJZ3VmPl	192.168.54.10	1075	216.137.33.6	80	1	GET	images.instagram.com	/media/2011/10/06/362cbcd564c7407a9e61ac9df676cc54_7.jpg	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	90986	200	OK	-	-	-	(empty)	-	-	-	-	-	FNawg42hzgrtBBgbVl	image/jpeg
1318058205.296056	CKP5tkrEVRHUADTsj	192.168.54.10	1076	216.137.33.6	80	2	GET	images.instagram.com	/media/2011/10/06/8545f78fbad7442f8bfa8280a9ee81e1_7.jpg	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	110121	200	OK	-	-	-	(empty)	-	-	-	-	-	Fad27F3Ts2CC4r3fh8	image/jpeg
1318058205.377185	ChjD6M242Fg0pmk6R8	192.168.54.10	1085	24.143.201.26	80	2	GET	static.ak.fbcdn.net	/rsrc.php/v1/yw/r/VRDIXDr0ToU.js	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7674	200	OK	-	-	-	(empty)	-	-	-	-	-	Fp3IUU1TV2xIh4KQo2	text/plain
1318058205.296632	CUwNiS20p5MSlPjYp9	192.168.54.10	1083	208.42.232.158	80	1	GET	joelcomm.com	/cgi-bin/fimg.cgi?entry_id=28322&size=95&sizey=62	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	339	302	Found	-	-	-	(empty)	-	-	-	-	-	FHkNy94oow9tnzXD75	text/html
1318058205.301705	CO5xjy2Z9rm9HQo8J9	192.168.54.10	1084	208.42.232.158	80	1	GET	joelcomm.com	/cgi-bin/fimg.cgi?entry_id=28320&size=95&sizey=62	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	334	302	Found	-	-	-	(empty)	-	-	-	-	-	FpUqPN3RKqoXcRYJnj	text/html
1318058205.246537	CH2UVrzvNJV80MJVj	192.168.54.10	1077	72.21.214.144	80	1	GET	distillery.s3.amazonaws.com	/media/2011/10/02/53452dc6d73e49acab7615fcd9b73788_7.jpg	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	100666	200	OK	-	-	-	(empty)	-	-	-	-	-	FEtRHv1EpMHI4f8nzd	image/jpeg
1318058205.434176	CUvYVV3WwqrF085vi3	192.168.54.10	1069	24.143.201.81	80	4	GET	b.static.ak.fbcdn.net	/rsrc.php/v1/yR/r/hL1uk2JP5h5.js	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	50464	200	OK	-	-	-	(empty)	-	-	-	-	-	FI3XpY2GCMtWKy59Ei	text/plain
1318058205.248266	CziGNiMvxCDEYuqfj	192.168.54.10	1079	208.42.232.136	80	1	GET	ads.infomediainc.com	/www/delivery/ajs.php?zoneid=45&block=1&cb=40558789355&loc=http://joelcomm.com/	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3593	200	OK	-	-	-	(empty)	-	-	-	-	-	FTX45v1b7R0LJa680i	text/plain
1318058205.377411	CU2uY4eGqaJZ3VmPl	192.168.54.10	1075	216.137.33.6	80	2	GET	images.instagram.com	/media/2011/10/05/c14810bc55df4be39c3701c6373ff1c6_7.jpg	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	165215	200	OK	-	-	-	(empty)	-	-	-	-	-	FCNcUL3RnydMATKvNd	image/jpeg
1318058205.480805	C5I1yH3hmpIIpVZM74	192.168.54.10	1068	24.143.201.81	80	2	GET	b.static.ak.fbcdn.net	/rsrc.php/v1/yL/r/CWtbiOS43Hd.js	http://www.facebook.com/plugins/likebox.php?id=9907159309&width=350&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	8798	200	OK	-	-	-	(empty)	-	-	-	-	-	FAkm3x2qwajVUCa2tl	text/plain
1318058205.246754	CNR21hLZetInYCd9l	192.168.54.10	1078	72.21.214.144	80	1	GET	distillery.s3.amazonaws.com	/media/2011/10/04/4deb0cdc4783493aafe13cb8bdc0a0f6_7.jpg	http://joelcomm.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	99009	200	OK	-	-	-	(empty)	-	-	-	-	-	FYLQ4u8liOcMEwQxe	image/jpeg
