#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-11-01-02
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1366876187.589319	CfTv431HV5yOZIGu3i	192.168.71.10	1038	199.21.148.17	80	1	GET	pub.clicksor.net	/newServing/js/show_ad.js	http://www.beachbodygirls.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	93609	200	OK	-	-	-	(empty)	-	-	-	-	-	Fe49j7jc6Dch8B8zh	text/plain
1366876187.740393	C5MDjvudz0kaVrby5	192.168.71.10	1040	173.194.37.129	80	2	GET	www.google-analytics.com	/__utm.gif?utmwv=5.4.1&utms=1&utmn=141461689&utmhn=serw.clicksor.com&utmcs=utf-8&utmsr=800x600&utmsc=24-bit&utmul=en-us&utmje=1&utmfl=10.0 r32&utmhid=1202793674&utmr=http://www.beachbodygirls.com/&utmp=/newServing/searchTrack.php?nid=1&sid=483349&random=1640289497&utmht=1366890468750&utmac=UA-453142-35&utmcc=__utma=251001561.1499220605.1366890469.1366890469.1366890469.1;+__utmz=251001561.1366890469.1.1.utmcsr=beachbodygirls.com|utmccn=(referral)|utmcmd=referral|utmcct=/;&utmu=DB~	http://serw.clicksor.com/newServing/searchTrack.php?nid=1&sid=483349&random=1640289497	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	35	200	OK	-	-	-	(empty)	-	-	-	-	-	FqkcfC9uDSvdIpIK4	image/gif
1366876187.852943	CeliSs2uRqTT00JvO6	192.168.71.10	1041	199.21.148.89	80	1	GET	serw.clicksor.com	/newServing/getkey.php?cb=getkey&ob=Yesup.clicksor.Code[0]&nid=1&pid=295050&sid=483349&spid=&ns=0&nw=1&zone=0&url=http://www.beachbodygirls.com/&lb=0&oe=utf-8&t1314598&txt=Beach Body Girls	http://www.beachbodygirls.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	694	200	OK	-	-	-	(empty)	-	-	-	-	-	FMYU3N37maJLufFPn3	text/plain
1366876187.900465	CfTv431HV5yOZIGu3i	192.168.71.10	1038	199.21.148.17	80	2	GET	pub.clicksor.net	/newServing/img/logo.png	http://www.beachbodygirls.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2649	200	OK	-	-	-	(empty)	-	-	-	-	-	FcyJh43P3hXlMkWnba	image/png
1366876187.934894	Ch0m2w20Yn4IvzIVHi	192.168.71.10	1042	199.21.148.89	80	1	GET	serw.clicksor.com	/newServing/showbanner.php?nid=1&t668.5846407160434&zone=0&chad=1&oe=utf-8&cs=bikini|celebrity|swimsuit|girls|beach&adtype=1&sid=483349&pid=295050&spid=&adu=3&image=2&c1=&c2=&c3=&c4=&memkey=2b59e04a4d36b1d559c2ee552774de09&qp=YF4lJzD7JSgl-SMy-ywv91tZYCcnLyH-JDXzZl4r_CExeywpfnwgMCAjLSZ7JjUhKHxiWy0tfCktJn4mLCEjfFVfLS_9&bdurl=&lq=0&lb=33&orid=5008930	http://www.beachbodygirls.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3161	200	OK	-	-	-	(empty)	-	-	-	-	-	FAdrTG2T8MctrbphC	text/html
1366876188.012834	CfTv431HV5yOZIGu3i	192.168.71.10	1038	199.21.148.17	80	3	GET	pub.clicksor.net	/newServing/js/banner.js	http://serw.clicksor.com/newServing/showbanner.php?nid=1&t668.5846407160434&zone=0&chad=1&oe=utf-8&cs=bikini%7Ccelebrity%7Cswimsuit%7Cgirls%7Cbeach&adtype=1&sid=483349&pid=295050&spid=&adu=3&image=2&c1=&c2=&c3=&c4=&memkey=2b59e04a4d36b1d559c2ee552774de09&qp=YF4lJzD7JSgl-SMy-ywv91tZYCcnLyH-JDXzZl4r_CExeywpfnwgMCAjLSZ7JjUhKHxiWy0tfCktJn4mLCEjfFVfLS_9&bdurl=&lq=0&lb=33&orid=5008930	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4860	200	OK	-	-	-	(empty)	-	-	-	-	-	Fs1uGu3WNn8ZBstKtb	text/plain
1366876188.470395	CM2Umi1SBi5PoRyr6	192.168.71.10	1044	103.31.186.59	80	1	GET	ad-smart.org	/banner/?id=bh1&f=10&r=http://serw.clicksor.com/newServing/showbanner.php?nid=1&t668.5846407160434&zone=0&chad=1&oe=utf-8&cs=bikini|celebrity|swimsuit|girls|beach&adtype=1&sid=483349&pid=295050&spid=&adu=3&image=2&c1=&c2=&c3=&c4=&memkey=2b59e04a4d36b1d559c2ee552774de09&qp=YF4lJzD7JSgl-SMy-ywv91tZYCcnLyH-JDXzZl4r_CExeywpfnwgMCAjLSZ7JjUhKHxiWy0tfCktJn4mLCEjfFVfLS_9&bdurl=&lq=0&lb=33&orid=5008930&cash=887	http://serw.clicksor.com/newServing/showbanner.php?nid=1&t668.5846407160434&zone=0&chad=1&oe=utf-8&cs=bikini%7Ccelebrity%7Cswimsuit%7Cgirls%7Cbeach&adtype=1&sid=483349&pid=295050&spid=&adu=3&image=2&c1=&c2=&c3=&c4=&memkey=2b59e04a4d36b1d559c2ee552774de09&qp=YF4lJzD7JSgl-SMy-ywv91tZYCcnLyH-JDXzZl4r_CExeywpfnwgMCAjLSZ7JjUhKHxiWy0tfCktJn4mLCEjfFVfLS_9&bdurl=&lq=0&lb=33&orid=5008930	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	586	200	OK	-	-	-	(empty)	-	-	-	-	-	FjrROr2cCLP2d8XSSd	text/html
1366876188.75601	CFETzd3o3oUzGDwZK8	192.168.71.10	1047	173.194.37.122	80	1	GET	pagead2.googlesyndication.com	/pagead/js/google_top_exp.js	http://www.beachbodygirls.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1281	200	OK	-	-	-	(empty)	-	-	-	-	-	FCMR3449rXRZB1NdH7	text/plain
1366876188.75625	CenEJV2zYM4C7gI6zl	192.168.71.10	1048	173.194.37.122	80	1	GET	pagead2.googlesyndication.com	/pagead/show_ads.js	http://www.beachbodygirls.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	13982	200	OK	-	-	-	(empty)	-	-	-	-	-	FRHp1oKV6STeoZKW7	text/plain
1366876188.757953	CnnDx715NZNU00G12l	192.168.71.10	1049	72.21.91.103	80	1	GET	graphics.pop6.com	/banners/aff/35850/english/25750_728x90.gif	http://serw.clicksor.com/newServing/showbanner.php?nid=1&t668.5846407160434&zone=0&chad=1&oe=utf-8&cs=bikini%7Ccelebrity%7Cswimsuit%7Cgirls%7Cbeach&adtype=1&sid=483349&pid=295050&spid=&adu=3&image=2&c1=&c2=&c3=&c4=&memkey=2b59e04a4d36b1d559c2ee552774de09&qp=YF4lJzD7JSgl-SMy-ywv91tZYCcnLyH-JDXzZl4r_CExeywpfnwgMCAjLSZ7JjUhKHxiWy0tfCktJn4mLCEjfFVfLS_9&bdurl=&lq=0&lb=33&orid=5008930	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	47298	200	OK	-	-	-	(empty)	-	-	-	-	-	FxcckM3s9x37IrTZPa	image/gif
1366876188.755593	CM2Umi1SBi5PoRyr6	192.168.71.10	1044	103.31.186.59	80	2	GET	ad-smart.org	/banner/counter.php	http://serw.clicksor.com/newServing/showbanner.php?nid=1&t668.5846407160434&zone=0&chad=1&oe=utf-8&cs=bikini%7Ccelebrity%7Cswimsuit%7Cgirls%7Cbeach&adtype=1&sid=483349&pid=295050&spid=&adu=3&image=2&c1=&c2=&c3=&c4=&memkey=2b59e04a4d36b1d559c2ee552774de09&qp=YF4lJzD7JSgl-SMy-ywv91tZYCcnLyH-JDXzZl4r_CExeywpfnwgMCAjLSZ7JjUhKHxiWy0tfCktJn4mLCEjfFVfLS_9&bdurl=&lq=0&lb=33&orid=5008930	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	245	200	OK	-	-	-	(empty)	-	-	-	-	-	FamyYx25gNzUVD1bm9	text/plain
1366876188.994356	CupBRVPAZ5tfgCW86	192.168.71.10	1050	199.21.148.89	80	1	GET	serw.clicksor.com	/newServing/roitrack.php?cluid=3-1-483349-1204-69512-2974-13668760701098-1366876070-10053196408933-557043&nid=1&type=Other&value=-1&adsid=4795	http://serw.clicksor.com/newServing/showbanner.php?nid=1&t668.5846407160434&zone=0&chad=1&oe=utf-8&cs=bikini%7Ccelebrity%7Cswimsuit%7Cgirls%7Cbeach&adtype=1&sid=483349&pid=295050&spid=&adu=3&image=2&c1=&c2=&c3=&c4=&memkey=2b59e04a4d36b1d559c2ee552774de09&qp=YF4lJzD7JSgl-SMy-ywv91tZYCcnLyH-JDXzZl4r_CExeywpfnwgMCAjLSZ7JjUhKHxiWy0tfCktJn4mLCEjfFVfLS_9&bdurl=&lq=0&lb=33&orid=5008930	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1366876189.122038	CGJgan2JFiKDSQI7d6	192.168.71.10	1051	173.194.37.122	80	1	GET	googleads.g.doubleclick.net	/pagead/blank.html	http://www.beachbodygirls.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	66	200	OK	-	-	-	(empty)	-	-	-	-	-	FvRb8o1LkajAbQGTza	text/html
1366876191.737284	CkmVtUL5tJTc4xFkl	192.168.71.10	1057	103.31.186.59	80	1	GET	109x.gr.vu	/in.php?s=1	http://ad-smart.org/banner/counter.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	572	200	OK	-	-	-	(empty)	-	-	-	-	-	FbUhe82hqnHxhkPqk4	text/plain
1366876192.22136	C7dZU81kQH4NaujcH8	192.168.71.10	1058	37.59.177.205	80	1	GET	critical.security.update.microsoft.windows.7dd0c1638a4aa2be0c6f726fea623e52.dgbl.10razdon.info	/?34daf8cd8ec409d655543df9806d2402=37	http://109x.gr.vu/in.php?s=1	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2152	200	OK	-	-	-	(empty)	-	-	-	-	-	Faklyy1lydpXQyaxHg	text/html
1366876192.449054	CGjOnZ2mvladdRkX89	192.168.71.10	1059	37.59.177.205	80	1	GET	critical.security.update.microsoft.windows.7dd0c1638a4aa2be0c6f726fea623e52.dgbl.10razdon.info	/3f70001d84cabeedec8d1b35910f3555.eot	http://critical.security.update.microsoft.windows.7dd0c1638a4aa2be0c6f726fea623e52.dgbl.10razdon.info/?34daf8cd8ec409d655543df9806d2402=37	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4207	200	OK	-	-	-	(empty)	-	-	-	-	-	FhWkkb1EO5JmMxNRI6	application/vnd.ms-fontobject
1366876192.337915	CD7lBB2ewL2LzhwZji	192.168.71.10	1052	111.235.137.98	80	1	GET	synad2.nuffnang.com.ph	/lb.js	http://www.beachbodygirls.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1453	200	OK	-	-	-	(empty)	-	-	-	-	-	FpJbo01yDzAPxHBdC	text/html
1366876192.729636	CVCrV939x3cXuPcwD4	192.168.71.10	1060	37.59.177.205	80	1	GET	critical.security.update.microsoft.windows.7dd0c1638a4aa2be0c6f726fea623e52.dgbl.10razdon.info	/39485b0d3bc632ab39f62d0d38513f36/90ddd6903780841b26726ea10d540c17.swf	http://critical.security.update.microsoft.windows.7dd0c1638a4aa2be0c6f726fea623e52.dgbl.10razdon.info/?34daf8cd8ec409d655543df9806d2402=37	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	261	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FjIRLx4A6MGQbt4EL	text/html
1366876193.829477	CrqTyo4D4sBKPCQCX4	192.168.71.10	1062	37.59.177.205	80	1	GET	critical.security.update.microsoft.windows.7dd0c1638a4aa2be0c6f726fea623e52.dgbl.10razdon.info	/ffe4e85c9dec43bcc4e7c833771fbd77/0407533e8ddab278323169c024b9b223.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	10782	200	OK	-	-	-	(empty)	-	-	-	-	-	FvG01g1IaTwV9HhChh	application/zip
1366876193.826791	CaWGpG4UhgTpP0Zaae	192.168.71.10	1061	37.59.177.205	80	1	GET	critical.security.update.microsoft.windows.7dd0c1638a4aa2be0c6f726fea623e52.dgbl.10razdon.info	/39485b0d3bc632ab39f62d0d38513f36/f92df2659c65e4c67dcd6b6fbfc9b0b0.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	15694	200	OK	-	-	-	(empty)	-	-	-	-	-	Fg6yNs2popRZrLlxej	application/jar
1366876194.087089	CL2KmO1Ca0b9yKBiHe	192.168.71.10	1063	37.59.177.205	80	1	GET	critical.security.update.microsoft.windows.7dd0c1638a4aa2be0c6f726fea623e52.dgbl.10razdon.info	/ffe4e85c9dec43bcc4e7c833771fbd77/0407533e8ddab278323169c024b9b223.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	10782	200	OK	-	-	-	(empty)	-	-	-	-	-	FHK0JB1NhDoIO4vMyk	application/zip
1366876194.164802	CiMd202dEVqH7eAYvb	192.168.71.10	1064	37.59.177.205	80	1	GET	critical.security.update.microsoft.windows.7dd0c1638a4aa2be0c6f726fea623e52.dgbl.10razdon.info	/39485b0d3bc632ab39f62d0d38513f36/f92df2659c65e4c67dcd6b6fbfc9b0b0.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	15694	200	OK	-	-	-	(empty)	-	-	-	-	-	FXHlPOQbMnslGd5Q5	application/jar
1366876194.722631	C5jsRa1BUcYWaxb5Qb	192.168.71.10	1065	37.59.177.205	80	1	GET	critical.security.update.microsoft.windows.7dd0c1638a4aa2be0c6f726fea623e52.dgbl.10razdon.info	/39485b0d3bc632ab39f62d0d38513f36/f92df2659c65e4c67dcd6b6fbfc9b0b0.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	15694	200	OK	-	-	-	(empty)	-	-	-	-	-	FS5L8y3H6M4eGGgh53	application/jar
1366876196.020224	CIlgIs1W7EYCmi2YM1	192.168.71.10	1066	37.59.177.205	80	1	GET	critical.security.update.microsoft.windows.7dd0c1638a4aa2be0c6f726fea623e52.dgbl.10razdon.info	/39485b0d3bc632ab39f62d0d38513f36/0	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	58881	200	OK	-	-	-	(empty)	-	-	-	-	-	Fv0D6J32cx9c72qazj	binary
1366876196.611143	C1zJnR3oiXJxwxH5k2	192.168.71.10	1067	37.59.177.205	80	1	GET	critical.security.update.microsoft.windows.7dd0c1638a4aa2be0c6f726fea623e52.dgbl.10razdon.info	/39485b0d3bc632ab39f62d0d38513f36/1	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	135681	200	OK	-	-	-	(empty)	-	-	-	-	-	FK7Cqv1Xc71WLpHsXj	binary
1366876197.439114	CoLc334s205XgKINse	192.168.71.10	1068	37.59.177.205	80	1	GET	critical.security.update.microsoft.windows.7dd0c1638a4aa2be0c6f726fea623e52.dgbl.10razdon.info	/39485b0d3bc632ab39f62d0d38513f36/2	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	261	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FP3DIR2CXFBa026YQ5	text/html
1366876197.722458	CgDmq12w4xH6IS8Foe	192.168.71.10	1069	37.59.177.205	80	1	GET	critical.security.update.microsoft.windows.7dd0c1638a4aa2be0c6f726fea623e52.dgbl.10razdon.info	/39485b0d3bc632ab39f62d0d38513f36/3	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	261	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FYU5xq3N8BqD0pSIl7	text/html
1366876198.501759	CHOKYM1HvSPOSsSs15	192.168.71.10	1070	37.59.177.205	80	1	GET	critical.security.update.microsoft.windows.7dd0c1638a4aa2be0c6f726fea623e52.dgbl.10razdon.info	/39485b0d3bc632ab39f62d0d38513f36/4	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	77825	200	OK	-	-	-	(empty)	-	-	-	-	-	FDdFKGAB5iIUzsAge	binary
1366876200.545665	CwJVKC4LFjW1FRhFz4	192.168.71.10	1071	64.4.11.42	80	1	GET	www.microsoft.com	/	-	-	0	1020	200	OK	-	-	-	(empty)	-	-	-	-	-	FLeIr14HvcWajNich6	text/html
1366876200.631174	C7oQds4EB75ZkcxA52	192.168.71.10	1073	184.86.50.70	80	1	GET	fpdownload.macromedia.com	/pub/shockwave/cabs/flash/swflash.cab	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	-	-
1366876200.637128	CEjpr44eQkUVbQZr12	192.168.71.10	1074	184.84.220.65	80	1	GET	fpdownload2.macromedia.com	/pub/shockwave/cabs/flash/swflash.cab	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	127704	200	OK	-	-	-	(empty)	-	-	-	-	-	FYZdZQ1073BYHA2pW2	application/vnd.ms-cab-compressed
1366876200.911621	CVXMZP3Vd2TAt1bVTb	192.168.71.10	1075	192.166.219.62	80	1	POST	uhteofvkydhkmvdkqnj.net	/uhteofv.php	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	128	41	200	OK	-	-	-	(empty)	-	-	-	FawOn04fACYJ93wXhg	binary	FbzOer3HtDkSQlsQSa	binary
1366876200.990181	CaEv3p1HS5R0XVx7sb	192.168.71.10	1076	184.86.50.70	80	1	GET	fpdownload.macromedia.com	/get/flashplayer/update/current/install/install_all_win_cab_ax_sgn.z	-	Flash Player Seed/3.0	0	15563301	200	OK	-	-	-	(empty)	-	-	-	-	-	Fctcjh2GUlKKDFlmV8	binary
#close	2014-04-03-11-01-03
