#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-59-56
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1389323737.083093	CnsR1P2fTvmly3Arlb	192.168.4.10	1035	66.39.29.236	80	1	GET	besthealthmag.ca	/	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	236	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FUcxVXCuhmCVHDDoe	text/html
1389323737.479515	Czv4zY2Axpd5Ufkwm1	192.168.4.10	1037	72.21.91.19	80	7	GET	www.besthealthmag.ca	/profiles/besthealth/modules/fivestar/css/fivestar.css?G	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2145	200	OK	-	-	-	(empty)	-	-	-	-	-	FXrqYg4gBI9yddWdyf	text/plain
1389323737.482422	CMnT9B2G91n6q547Ie	192.168.4.10	1038	72.21.91.19	80	5	GET	www.besthealthmag.ca	/profiles/besthealth/modules/fivestar/js/fivestar.js?G	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	15662	200	OK	-	-	-	(empty)	-	-	-	-	-	F5HM7pjxrup5SfIxe	text/plain
1389323737.479804	CXaCSK3NKIKWLiUge	192.168.4.10	1039	72.21.91.19	80	5	GET	www.besthealthmag.ca	/themes/besthealth_skin/css/main.css?G	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	118987	200	OK	-	-	-	(empty)	-	-	-	-	-	FDCXI61zjzhJFsen9k	text/plain
1389323737.491527	CQs45FfQLSeNROod	192.168.4.10	1040	72.21.91.19	80	5	GET	www.besthealthmag.ca	/themes/besthealth_skin/script.js?G	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	6252	200	OK	-	-	-	(empty)	-	-	-	-	-	F3cis9ZVxKJYyGGI6	text/plain
1389323737.520124	CJMyZl2KoFdlCsdJW3	192.168.4.10	1041	72.21.91.19	80	5	GET	www.besthealthmag.ca	/misc/drupal.js?G	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	9746	200	OK	-	-	-	(empty)	-	-	-	-	-	FXYjZz1C0rg3uGtbm	text/plain
1389323737.525865	Czv4zY2Axpd5Ufkwm1	192.168.4.10	1037	72.21.91.19	80	8	GET	www.besthealthmag.ca	/themes/besthealth_skin/css/star_rating.css	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1307	200	OK	-	-	-	(empty)	-	-	-	-	-	FYXf141sxxBgDKZ3ri	text/plain
1389323737.526287	CXaCSK3NKIKWLiUge	192.168.4.10	1039	72.21.91.19	80	6	GET	www.besthealthmag.ca	/themes/besthealth_skin/css/common.css	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2441	200	OK	-	-	-	(empty)	-	-	-	-	-	FEeEIk2rgswpBZbWh3	text/plain
1389323737.185264	CE8F373oxUAcAvBN2	192.168.4.10	1036	72.21.91.19	80	1	GET	www.besthealthmag.ca	/	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	67049	200	OK	-	-	-	(empty)	-	-	-	-	-	Fira2c3yHLa5VoGHq1	text/html
1389323737.66012	CMnT9B2G91n6q547Ie	192.168.4.10	1038	72.21.91.19	80	6	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/page-header-bg.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	994	200	OK	-	-	-	(empty)	-	-	-	-	-	F536lK2F5vmMSXPBD1	image/gif
1389323737.660457	CQs45FfQLSeNROod	192.168.4.10	1040	72.21.91.19	80	6	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/en/ad_warning_banner.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	318	200	OK	-	-	-	(empty)	-	-	-	-	-	F6MKJA4Zqfi1Ojwqz5	image/gif
1389323737.67617	CrhE0XibmdVh3W6Cd	192.168.4.10	1045	165.254.156.224	80	1	GET	b.scorecardresearch.com	/beacon.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1900	200	OK	-	-	-	(empty)	-	-	-	-	-	FeMBvltvDAk3iErvi	text/plain
1389323737.726655	CYodKL2NKoOEShw1hf	192.168.4.10	1044	74.125.239.26	80	1	GET	www.googletagservices.com	/tag/js/gpt.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	40437	200	OK	-	-	-	(empty)	-	-	-	-	-	Fg3cqc2MxKPhZNyl2d	text/plain
1389323737.731555	CrhE0XibmdVh3W6Cd	192.168.4.10	1045	165.254.156.224	80	2	GET	b.scorecardresearch.com	/b?c1=2&c2=6034767&ns__t=1389337998718&ns_c=windows-1252&c8=Womens Health & Lifestyle Magazine for Canadian Women | Best Health&c7=http://www.besthealthmag.ca/&c9=	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	-	-
1389323737.776644	CrhE0XibmdVh3W6Cd	192.168.4.10	1045	165.254.156.224	80	3	GET	b.scorecardresearch.com	/b2?c1=2&c2=6034767&ns__t=1389337998718&ns_c=windows-1252&c8=Womens Health & Lifestyle Magazine for Canadian Women | Best Health&c7=http://www.besthealthmag.ca/&c9=	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	204	No Content	-	-	-	(empty)	-	-	-	-	-	-	-
1389323737.736363	CqWxnws7YvXcskHZ4	192.168.4.10	1046	74.125.239.28	80	1	GET	ad.doubleclick.net	/N5479/adj/theloop.en.besthealth/hub;tile=1;sz=728x90;ord=3610452019185?	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1625	200	OK	-	-	-	(empty)	-	-	-	-	-	F4LfBa31iyDcpI1Q1g	text/plain
1389323737.832917	CnK4cn37W5Y7aB8Eke	192.168.4.10	1047	74.125.224.218	80	1	GET	partner.googleadservices.com	/gpt/pubads_impl_32.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	59428	200	OK	-	-	-	(empty)	-	-	-	-	-	F1DyD3tSxIgoZNPb	text/plain
1389323737.842652	CEKwSF14h46Z1l9c	192.168.4.10	1048	74.125.239.26	80	1	GET	pagead2.googlesyndication.com	/pagead/js/lidar.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	43638	200	OK	-	-	-	(empty)	-	-	-	-	-	F2SMKXNvelVG8VNO3	text/plain
1389323737.886137	CBo2Jl24Op4wIsFES3	192.168.4.10	1049	38.71.5.31	80	1	GET	cdn.acuityplatform.com	/bell/acuityJTag.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1220	200	OK	-	-	-	(empty)	-	-	-	-	-	FMxx8u4qUrs6Z0Kkfc	text/html
1389323737.593183	CsrmJd3S9tnqBRsEMb	192.168.4.10	1042	206.47.72.169	80	1	GET	lifestyle.sympatico.msn.ca	/Bell.Sympatico.CMS/Includes/shared2.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	43718	200	OK	-	-	-	(empty)	-	-	-	-	-	FPzR1f3lmq5TUbA3w	text/plain
1389323738.498059	CJMyZl2KoFdlCsdJW3	192.168.4.10	1041	72.21.91.19	80	6	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/french-text.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	253	200	OK	-	-	-	(empty)	-	-	-	-	-	FbIM4AppSlQbGDtRc	image/gif
1389323738.498817	Czv4zY2Axpd5Ufkwm1	192.168.4.10	1037	72.21.91.19	80	9	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/BH_ONLINE_LOGO_2013.png	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	6539	200	OK	-	-	-	(empty)	-	-	-	-	-	FILw65wPKlCQbILBd	image/png
1389323738.519549	CXaCSK3NKIKWLiUge	192.168.4.10	1039	72.21.91.19	80	7	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/header_topband.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F9jcTg2EbDQ4YcSlb2	image/gif
1389323738.528323	CE8F373oxUAcAvBN2	192.168.4.10	1036	72.21.91.19	80	2	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/white-saprator.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	44	200	OK	-	-	-	(empty)	-	-	-	-	-	FPiokT3ZLlj1NjOwsc	image/gif
1389323738.536014	CMnT9B2G91n6q547Ie	192.168.4.10	1038	72.21.91.19	80	7	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/header_secondtopband.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	891	200	OK	-	-	-	(empty)	-	-	-	-	-	F4wr3C1KskUmE4QN02	image/gif
1389323738.663094	CsnuRc3YNFuGnfEeOb	192.168.4.10	1050	38.65.9.39	80	1	GET	bell-ex.acuityplatform.com	/AdEx/Banner?lg=EN&sz=728x90&st=THELOOP:EN:BESTHEALTH&sc=HUB&cb=367578785&cu=http://adclick.g.doubleclick.net/aclk%3Fsa%3DL%26ai%3DBVbdfZGXPUuS-LozOkwS8t4HAAoe-rMIDAAAAEAEgADgAWK_GztNoYMne1IbIo6AZggEXY2EtcHViLTU4Nzk0MjQwMzAxMTM5MTKyARR3d3cuYmVzdGhlYWx0aG1hZy5jYboBCWdmcF9pbWFnZcgBCdoBHGh0dHA6Ly93d3cuYmVzdGhlYWx0aG1hZy5jYS_AAgLgAgDqAh41NDc5L3RoZWxvb3AuZW4uYmVzdGhlYWx0aC9odWL4AoLSHpAD8AGYA6QDqAMB0ASQTuAEAaAGFg%26num%3D0%26sig%3DAOD64_1WNFZ0BLwTzvif9cvcqA-xRev9Gw%26client%3Dca-pub-5879424030113912%26adurl%3D&lc=http://www.besthealthmag.ca/&rf=&ty=if	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	4364	200	OK	-	-	-	(empty)	-	-	-	-	-	FJ4hc62IQPcZ7N6BM	text/html
1389323738.874089	CQs45FfQLSeNROod	192.168.4.10	1040	72.21.91.19	80	7	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/Loop_166x39.png	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	6510	200	OK	-	-	-	(empty)	-	-	-	-	-	FqYf9zG0XKrHz8Ixh	image/png
1389323738.886036	CJMyZl2KoFdlCsdJW3	192.168.4.10	1041	72.21.91.19	80	7	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/searchbotton.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	871	200	OK	-	-	-	(empty)	-	-	-	-	-	FcJigu2xdC2aEjD39g	image/gif
1389323738.896557	CXaCSK3NKIKWLiUge	192.168.4.10	1039	72.21.91.19	80	8	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/nav_middle.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	175	200	OK	-	-	-	(empty)	-	-	-	-	-	FIMWYg1oikZWvlPd2i	image/gif
1389323738.896129	Czv4zY2Axpd5Ufkwm1	192.168.4.10	1037	72.21.91.19	80	10	GET	www.besthealthmag.ca	/themes/besthealth_skin/jquery.min.js	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	57254	200	OK	-	-	-	(empty)	-	-	-	-	-	FUDl4K3uXZl9Uievng	text/plain
1389323738.902476	CE8F373oxUAcAvBN2	192.168.4.10	1036	72.21.91.19	80	3	GET	www.besthealthmag.ca	/sites/all/modules/nice_menus/lookgreat-text.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1627	200	OK	-	-	-	(empty)	-	-	-	-	-	FqnP7m1Pi7RlTO8ax1	image/gif
1389323738.902778	CMnT9B2G91n6q547Ie	192.168.4.10	1038	72.21.91.19	80	8	GET	www.besthealthmag.ca	/sites/all/modules/nice_menus/gethealthy-text.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1707	200	OK	-	-	-	(empty)	-	-	-	-	-	FSovmC3bJob0mpGw0g	image/gif
1389323738.903072	CQs45FfQLSeNROod	192.168.4.10	1040	72.21.91.19	80	8	GET	www.besthealthmag.ca	/sites/all/modules/nice_menus/eatwell-text.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1543	200	OK	-	-	-	(empty)	-	-	-	-	-	Fl2Vnx3ZJEo3b8syb8	image/gif
1389323738.916122	CJMyZl2KoFdlCsdJW3	192.168.4.10	1041	72.21.91.19	80	8	GET	www.besthealthmag.ca	/sites/all/modules/nice_menus/embracelife-text.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1688	200	OK	-	-	-	(empty)	-	-	-	-	-	Fh7pZk3AGmF40Ceky7	image/gif
1389323738.916818	Czv4zY2Axpd5Ufkwm1	192.168.4.10	1037	72.21.91.19	80	11	GET	www.besthealthmag.ca	/sites/all/modules/nice_menus/swap-n-drop-text.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1673	200	OK	-	-	-	(empty)	-	-	-	-	-	Fd6HiUCzVjuIhdJr3	image/gif
1389323738.930889	CXaCSK3NKIKWLiUge	192.168.4.10	1039	72.21.91.19	80	9	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/bg-imgnav.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	853	200	OK	-	-	-	(empty)	-	-	-	-	-	FwCPUY3rl5sxPYSz3e	image/gif
1389323738.931385	CE8F373oxUAcAvBN2	192.168.4.10	1036	72.21.91.19	80	4	GET	www.besthealthmag.ca	/sites/all/modules/nice_menus/special-features-text.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1840	200	OK	-	-	-	(empty)	-	-	-	-	-	FVkB5b3XyUtXp9TlWh	image/gif
1389323738.935998	CMnT9B2G91n6q547Ie	192.168.4.10	1038	72.21.91.19	80	9	GET	www.besthealthmag.ca	/sites/all/modules/nice_menus/magazine-text.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1641	200	OK	-	-	-	(empty)	-	-	-	-	-	Fq0vk7xcCa3VJ1VF5	image/gif
1389323738.939509	CQs45FfQLSeNROod	192.168.4.10	1040	72.21.91.19	80	9	GET	www.besthealthmag.ca	/sites/all/modules/nice_menus/subscribe-text.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1490	200	OK	-	-	-	(empty)	-	-	-	-	-	FrRRWE3rV6FJB7nv4b	image/gif
1389323738.962492	CJMyZl2KoFdlCsdJW3	192.168.4.10	1041	72.21.91.19	80	9	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/bg_container_body.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	76	200	OK	-	-	-	(empty)	-	-	-	-	-	F56of64RDLLc931moc	image/gif
1389323738.970605	Czv4zY2Axpd5Ufkwm1	192.168.4.10	1037	72.21.91.19	80	12	GET	www.besthealthmag.ca	/themes/besthealth_skin/images/white-saprator-small.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	44	200	OK	-	-	-	(empty)	-	-	-	-	-	F7h1Ji2MGPWSJ8RVHc	image/gif
1389323738.971061	CE8F373oxUAcAvBN2	192.168.4.10	1036	72.21.91.19	80	5	GET	www.besthealthmag.ca	/sites/all/modules/nice_menus/nav_right.gif	http://www.besthealthmag.ca/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	568	200	OK	-	-	-	(empty)	-	-	-	-	-	FgJKip2QKSxFTspCM	image/gif
